,Word,Transcription,Clusters,No. Syllables(Vowels),No.Phonemes,Mean cluster length
41,abandon,ə b a n d ə n,/b/nd/n,3,7,1.3333333333333333
42,abandoned,ə b a n d ə n d,/b/nd/nd,3,8,1.6666666666666667
43,abandoning,ə b a n d ə ɲ ɪ ŋ,/b/nd/ɲ/ŋ,4,9,1.25
44,abandonment,ə b a n d ə n m ɛ n t,/b/nd/nm/nt,4,11,1.75
45,abandons,ə b a n d ə n z,/b/nd/nz,3,8,1.6666666666666667
46,abasement,ə b ej s m ɛ n t,/b/jsm/nt,3,9,2
47,abashed,ə b a ʃ t,/b/ʃt,2,5,1.5
48,abate,ə b ej t,/b/jt,2,5,1.5
49,abated,ə b ej tʲ ɪ d,/b/jtʲ/d,3,8,1.6666666666666667
50,abatement,ə b ej t m ɛ n t,/b/jtm/nt,3,9,2
51,abattoir,a b ə tʷ ɑː,/b/tʷ/ː,3,7,1.3333333333333333
52,abba,a b ɑ,/b/,2,3,1
53,abba,a b ə,/b/,2,3,1
54,abbas,ə b ɑː s,/b/ːs,2,5,1.5
55,abbasid,a b ə s ɪ d,/b/s/d,3,6,1
56,abbe,ə b ə,/b/,2,3,1
57,abbess,a b ɛ s,/b/s,2,4,1
58,abbess,a bʲ ɪ s,/bʲ/s,2,5,1.5
59,abbeville,a b ə v ɪ ɫ,/b/v/ɫ,3,6,1
60,abbey,a bʲ i,/bʲ/,2,4,2
61,abbie,a bʲ i,/bʲ/,2,4,2
62,abbot,a b ə t,/b/t,2,4,1
63,abbots,a b ə t s,/b/ts,2,5,1.5
64,abbotsford,a b ə tʃ f ə d,/b/tʃf/d,3,8,1.6666666666666667
65,abbott,a b əw t,/b/wt,2,5,1.5
66,abbotts,a b əw t s,/b/wts,2,6,2
67,abbreviated,ə b ɹ iː vʲ i ej tʲ ɪ d,/bɹ/ːvʲ/jtʲ/d,4,14,2.25
68,abbreviation,ə b ɹ iː vʲ i ej ʃ ə n,/bɹ/ːvʲ/jʃ/n,4,13,2
69,abbreviations,ə b ɹ iː vʲ i ej ʃ ə n z,/bɹ/ːvʲ/jʃ/nz,4,14,2.25
70,abby,a bʲ i,/bʲ/,2,4,2
71,abc,ej bʲ iː s iː,/jbʲ/ːs/ː,3,9,2
72,abdallah,a b d ɑː l ə,/bd/ːl/,3,7,2
73,abdicated,a b dʲ ɪ cʰ ej tʲ ɪ d,/bdʲ/cʰ/jtʲ/d,4,13,2.25
74,abdication,a b d ə cʰ ej ʃ ə n,/bd/cʰ/jʃ/n,4,11,1.75
75,abdomen,a b d ə m ə n,/bd/m/n,3,7,1.3333333333333333
76,abdomen,a b d əw m ə n,/bd/wm/n,3,8,1.6666666666666667
77,abdominal,a b d ɒ m ə n ə ɫ,/bd/m/n/ɫ,4,9,1.25
78,abdominal,ə b d ɒ m ə n ə ɫ,/bd/m/n/ɫ,4,9,1.25
79,abducted,a b d ɐ k tʲ ɪ d,/bd/ktʲ/d,3,9,2
80,abduction,ə b d ɐ c ʃ ə n,/bd/cʃ/n,3,8,1.6666666666666667
81,abdul,a b d ɐ ɫ,/bd/ɫ,2,5,1.5
82,abdullah,a b d ɐ l ə,/bd/l/,3,6,1.5
83,abe,ej b,/jb,1,3,2
84,abe,ə bʲ i,/bʲ/,2,4,2
85,abeam,ə bʲ iː m,/bʲ/ːm,2,6,2
86,abegg,ə b ɛ ɡ,/b/ɡ,2,4,1
87,abel,ej b ə ɫ,/jb/ɫ,2,5,1.5
88,abele,ej b ə ɫ,/jb/ɫ,2,5,1.5
89,abele,ə b ej ɫ,/b/jɫ,2,5,1.5
90,abele,ə bʲ iː ɫ,/bʲ/ːɫ,2,6,2
91,abelian,ə bʲ iː ʎ ɪ ə n,/bʲ/ːʎ/n,3,9,1.6666666666666667
92,abellio,ə b ɛ ʎ əw,/b/ʎ/w,3,6,1
93,abenaki,a b ə n ɑː c i,/b/n/ːc/,4,8,1.3333333333333333
94,abercrombie,a b ə k ɹ ɒ m bʲ i,/b/kɹ/mbʲ/,4,10,2
95,abercynon,a b ə k ə n ə n,/b/k/n/n,4,8,1
96,aberdeen,a b ə dʲ iː n,/b/dʲ/ːn,3,8,1.6666666666666667
97,aberdeenshire,a b ə dʲ iː n ʃ ə,/b/dʲ/ːnʃ/,4,10,2
98,aberdovey,a b ə d əw vʲ i,/b/d/wvʲ/,4,9,1.6666666666666667
99,abergavenny,ə ɡ ɑː v ə ɲ i,/ɡ/ːv/ɲ/,4,8,1.3333333333333333
100,aberration,a b ə ɹ ej ʃ ə n,/b/ɹ/jʃ/n,4,9,1.25
101,abeyance,ə b ej ə n s,/b/j/ns,3,7,1.3333333333333333
102,abhishek,ɐ bʲ ɪ ʃ ej k,/bʲ/ʃ/jk,3,8,1.6666666666666667
103,abhorred,ə b h ɒː d,/bh/ːd,2,6,2
104,abhorrence,ə b h ɒ ə n s,/bh/ns,2,7,2
105,abhorrence,ə b h ɒ ə n t s,/bh/nts,2,8,2.5
106,abhorrent,a b h ɒ ɹ ə n t,/bh/ɹ/nt,3,8,1.6666666666666667
107,abhorrent,ə b h ɒ ɹ ə n t,/bh/ɹ/nt,3,8,1.6666666666666667
108,abide,ə b aj d,/b/jd,2,5,1.5
109,abigail,a bʲ ɪ ɡ ej ɫ,/bʲ/ɡ/jɫ,3,8,1.6666666666666667
110,abilene,a bʲ ɪ ʎ iː n,/bʲ/ʎ/ːn,3,8,1.6666666666666667
111,abilene,a bʲ ɪ ʎ iː ɲ iː,/bʲ/ʎ/ːɲ/ː,4,10,1.5
112,abilities,a bʲ ɪ ʎ ɪ tʲ i z,/bʲ/ʎ/tʲ/z,4,10,1.5
113,ability,ə bʲ ɪ ʎ ɪ tʲ i,/bʲ/ʎ/tʲ/,4,9,1.6666666666666667
114,abingdon,a bʲ ɪ ŋ d ə n,/bʲ/ŋd/n,3,8,1.6666666666666667
115,abington,a bʲ ɪ ŋ t ə n,/bʲ/ŋt/n,3,8,1.6666666666666667
116,abitur,a bʲ i tʰ ʊ ə,/bʲ/tʰ/,3,8,2
117,abitur,a bʲ ɪ tʰ ʊ ə,/bʲ/tʰ/,3,8,2
118,abjad,a b dʒ a d,/bdʒ/d,2,6,2
119,abject,a b dʒ ɛ k t,/bdʒ/kt,2,7,2.5
120,abjuration,ə b dʒ ʊ ɹ ej ʃ ə n,/bdʒ/ɹ/jʃ/n,4,11,1.75
121,ablation,ə b l ej ʃ ə n,/bl/jʃ/n,3,8,1.6666666666666667
122,ablaze,a b l ej z,/bl/jz,2,6,2
123,able,ej b ə ɫ,/jb/ɫ,2,5,1.5
124,able,ej b ɫ̩,/jbɫ̩,1,5,4
125,abney,a b ɲ i,/bɲ/,2,4,2
126,abnormal,a b n ɒː m ə ɫ,/bn/ːm/ɫ,3,8,1.6666666666666667
127,abnormalities,a b n ɒː m a ʎ ɪ tʲ i z,/bn/ːm/ʎ/tʲ/z,5,13,1.6
128,abnormally,a b n ɒː m ə ʎ i,/bn/ːm/ʎ/,4,9,1.6666666666666667
129,aboard,ə b ɒː d,/b/ːd,2,5,1.5
130,abode,ə b əw d,/b/wd,2,5,1.5
131,abolish,ə b ɒ ʎ ɪ ʃ,/b/ʎ/ʃ,3,6,1
132,abolished,ə b ɒ ʎ ɪ ʃ t,/b/ʎ/ʃt,3,7,1.3333333333333333
133,abolition,a b ə ʎ ɪ ʃ ə n,/b/ʎ/ʃ/n,4,8,1
134,abolitionist,a b ə ʎ ɪ ʃ ə n ɪ s t,/b/ʎ/ʃ/n/st,5,11,1.2
135,abolitionists,a b ə ʎ ɪ ʃ ə n ɪ s t s,/b/ʎ/ʃ/n/sts,5,12,1.4
136,abomination,ə b ɑ m ə ɲ ej ʃ ə n,/b/m/ɲ/jʃ/n,5,11,1.2
137,abomination,ə b ɑ mʲ ɪ ɲ ej ʃ ə n,/b/mʲ/ɲ/jʃ/n,5,12,1.4
138,aboriginal,a b ə ɹ ɪ dʒ ɪ n ə ɫ,/b/ɹ/dʒ/n/ɫ,5,11,1.2
139,aborigines,a b ə ɹ ɪ dʒ ɪ ɲ iː z,/b/ɹ/dʒ/ɲ/ːz,5,12,1.4
140,abort,ə b ɒː t,/b/ːt,2,5,1.5
141,aborted,ə b ɒ tʲ ɪ d,/b/tʲ/d,3,7,1.3333333333333333
142,abortion,ə b ɒː ʃ ə n,/b/ːʃ/n,3,7,1.3333333333333333
143,abortions,ə b ɒː ʃ ə n z,/b/ːʃ/nz,3,8,1.6666666666666667
144,abortive,ə b ɒː tʲ ɪ v,/b/ːtʲ/v,3,8,1.6666666666666667
145,abound,ə b aw n d,/b/wnd,2,6,2
146,abounded,ə b aw n dʲ ɪ d,/b/wndʲ/d,3,9,2
147,abounds,ə b aw n d z,/b/wndz,2,7,2.5
148,about,b aw,b/w,1,3,1
149,about,b aw t,b/wt,1,4,1.5
150,about,ə b aw,/b/w,2,4,1
151,about,ə b aw t,/b/wt,2,5,1.5
152,about,ə b aw ʔ,/b/wʔ,2,5,1.5
153,above,ə b ɐ v,/b/v,2,4,1
154,abraded,ə b ɹ ej dʲ ɪ d,/bɹ/jdʲ/d,3,9,2
155,abraham,ej b ɹ ə h a m,/jbɹ/h/m,3,8,1.6666666666666667
156,abraham,ɑː b ɹ ə h a m,/ːbɹ/h/m,3,8,1.6666666666666667
157,abrahamic,ej b ɹ ə h a mʲ ɪ k,/jbɹ/h/mʲ/k,4,11,1.75
158,abrahams,ej b ɹ ə h a m z,/jbɹ/h/mz,3,9,2
159,abram,ej b ɹ ə m,/jbɹ/m,2,6,2
160,abrams,ej b ɹ ə m z,/jbɹ/mz,2,7,2.5
161,abrasion,ə b ɹ ej ʃ ə n,/bɹ/jʃ/n,3,8,1.6666666666666667
162,abrasions,ə b ɹ ej ʃ ə n z,/bɹ/jʃ/nz,3,9,2
163,abrasive,ə b ɹ ej s ɪ v,/bɹ/js/v,3,8,1.6666666666666667
164,abreast,ə b ɹ ɛ s t,/bɹ/st,2,6,2
165,abridged,ə b ɹ ɪ dʒ d,/bɹ/dʒd,2,7,2.5
166,abroad,ə b ɹ ɒː d,/bɹ/ːd,2,6,2
167,abrupt,ə b ɹ ɐ p t,/bɹ/pt,2,6,2
168,abruptly,ə b ɹ ɐ p tʲ ʎ i,/bɹ/ptʲʎ/,3,9,3
169,abruzzo,ə b ɹ ʉ t s əw,/bɹ/ts/w,3,8,1.6666666666666667
170,abscess,ə b s ɛ s,/bs/s,2,5,1.5
171,abscond,ə b s k ɒ n d,/bsk/nd,2,7,2.5
172,abseil,a b s aj ɫ,/bs/jɫ,2,6,2
173,abseil,a b s ej ɫ,/bs/jɫ,2,6,2
174,abseiling,a b s aj ʎ ɪ ŋ,/bs/jʎ/ŋ,3,8,1.6666666666666667
175,absence,a b s ə n s,/bs/ns,2,6,2
176,absence,a b s ə n t s,/bs/nts,2,7,2.5
177,absences,a b s ə n s ɪ z,/bs/ns/z,3,8,1.6666666666666667
178,absent,a b s ə n t,/bs/nt,2,6,2
179,absent,a b s ɛ n t,/bs/nt,2,6,2
180,absolute,a b s ə ʎ ʉː t,/bs/ʎ/ːt,3,8,1.6666666666666667
181,absolute,a p s ə ʎ ʉː t,/ps/ʎ/ːt,3,8,1.6666666666666667
182,absolutely,a b s ə ʎ ʉː tʲ ʎ i,/bs/ʎ/ːtʲʎ/,4,11,2.3333333333333335
183,absolution,a b s ə ʎ ʉː ʃ ə n,/bs/ʎ/ːʃ/n,4,10,1.5
184,absolutism,a b s ə ʎ ʉː tʲ ɪ z ə m,/bs/ʎ/ːtʲ/z/m,5,13,1.6
185,absolve,ə b z ɒ ɫ v,/bz/ɫv,2,6,2
186,absorb,ə b s ɒː b,/bs/ːb,2,6,2
187,absorb,ə b z ɒː b,/bz/ːb,2,6,2
188,absorbed,ə b z ɒː b ɛ d,/bz/ːb/d,3,8,1.6666666666666667
189,absorbent,ə b s ɒː b ə n t,/bs/ːb/nt,3,9,2
190,absorbent,ə b z ɒː b ə n t,/bz/ːb/nt,3,9,2
191,absorber,ə b z ɒː b ə,/bz/ːb/,3,7,2
192,absorbers,ə b z ɒː b ə z,/bz/ːb/z,3,8,1.6666666666666667
193,absorbing,ə b s ɒː bʲ ɪ ŋ,/bs/ːbʲ/ŋ,3,9,2
194,absorbing,ə b z ɒː bʲ ɪ ŋ,/bz/ːbʲ/ŋ,3,9,2
195,absorbs,ə b s ɒː bʲ iː ɛ s,/bs/ːbʲ/ː/s,4,11,1.75
196,absorption,ə b s ɒː p ʃ ə n,/bs/ːpʃ/n,3,9,2
197,absorption,ə b z ɒː p ʃ ə n,/bz/ːpʃ/n,3,9,2
198,abstain,ə b s t ej n,/bst/jn,2,7,2.5
199,abstained,ə b s t ej n d,/bst/jnd,2,8,3
200,abstention,ə b s t ɛ n ʃ ə n,/bst/nʃ/n,3,9,2
201,abstinence,a b s tʲ ɪ n ə n s,/bstʲ/n/ns,3,10,2.3333333333333335
202,abstract,a b s t ɹ a k t,/bstɹ/kt,2,8,3
203,abstract,a p s tʃ ɹ a k t,/pstʃɹ/kt,2,9,3.5
204,abstract,ə b s t ɹ a k t,/bstɹ/kt,2,8,3
205,abstracted,ə b s t ɹ a k tʲ ɪ d,/bstɹ/ktʲ/d,3,11,2.6666666666666665
206,abstraction,ə b s t ɹ a c ʃ ə n,/bstɹ/cʃ/n,3,10,2.3333333333333335
207,abstractions,ə b s t ɹ a c ʃ ə n z,/bstɹ/cʃ/nz,3,11,2.6666666666666665
208,abstracts,a b s t ɹ a k s,/bstɹ/ks,2,8,3
209,abstracts,ə b s t ɹ a k s,/bstɹ/ks,2,8,3
210,absurd,ə b s ɜː d,/bs/ːd,2,6,2
211,absurd,ə b z ɜː d,/bz/ːd,2,6,2
212,absurdity,ə b s ɜː dʲ ɪ tʲ i,/bs/ːdʲ/tʲ/,4,11,2.3333333333333335
213,absurdly,ə b s ɜː dʲ ʎ i,/bs/ːdʲʎ/,3,9,3
214,abu,ə b ʉː,/b/ː,2,4,1
215,abuja,ə b ʉː dʒ ə,/b/ːdʒ/,3,7,2
216,abulfeda,ɑ b ʉ ɫ f ɛ d ɑ,/b/ɫf/d/,4,8,1.3333333333333333
217,abundance,ə b ɐ n d ə n s,/b/nd/ns,3,8,1.6666666666666667
218,abundant,ə b ɐ n d ə n t,/b/nd/nt,3,8,1.6666666666666667
219,abundantly,ə b ɐ n d ə n tʲ ʎ i,/b/nd/ntʲʎ/,4,11,2.3333333333333335
220,abuse,ə bʲ ʉː s,/bʲ/ːs,2,6,2
221,abuse,ə bʲ ʉː z,/bʲ/ːz,2,6,2
222,abused,ə bʲ ʉː z d,/bʲ/ːzd,2,7,2.5
223,abuses,ə bʲ ʉː s ɪ z,/bʲ/ːs/z,3,8,1.6666666666666667
224,abuses,ə bʲ ʉː z ɪ z,/bʲ/ːz/z,3,8,1.6666666666666667
225,abusing,ə bʲ ʉː z ɪ ŋ,/bʲ/ːz/ŋ,3,8,1.6666666666666667
226,abusive,ə bʲ ʉː s ɪ v,/bʲ/ːs/v,3,8,1.6666666666666667
227,abutment,ə b ɐ t m ɛ n t,/b/tm/nt,3,8,1.6666666666666667
228,abutments,ə b ɐ t m ɛ n t s,/b/tm/nts,3,9,2
229,abuts,ə b ɐ t s,/b/ts,2,5,1.5
230,abysmal,ə bʲ ɪ z m ə ɫ,/bʲ/zm/ɫ,3,8,1.6666666666666667
231,abyss,ə bʲ ɪ s,/bʲ/s,2,5,1.5
232,acacia,ə cʰ ej s j ə,/cʰ/jsj/,3,8,2.5
233,acacia,ə cʰ ej ʃ ə,/cʰ/jʃ/,3,7,2
234,academia,a k ə dʲ iː mʲ ɪ ə,/k/dʲ/ːmʲ/,4,11,2
235,academic,a k ə d ɛ mʲ ɪ k,/k/d/mʲ/k,4,9,1.25
236,academical,a k ə d ɛ mʲ ɪ k ə ɫ,/k/d/mʲ/k/ɫ,5,11,1.2
237,academically,a k ə d ɛ mʲ ɪ k ə ʎ i,/k/d/mʲ/k/ʎ/,6,12,1.2
238,academician,a k ə d ɛ mʲ ɪ s i ə n,/k/d/mʲ/s/n,5,12,1.2
239,academics,a k ə d ɛ mʲ ɪ k s,/k/d/mʲ/ks,4,10,1.5
240,academies,ə kʰ a d ə mʲ i z,/kʰ/d/mʲ/z,4,10,1.5
241,academy,kʰ a d ə mʲ i,kʰ/d/mʲ/,3,8,1.6666666666666667
242,academy,ə kʰ a d ə mʲ i,/kʰ/d/mʲ/,4,9,1.6666666666666667
243,acadia,ə cʰ ej dʲ i ə,/cʰ/jdʲ/,3,9,2.5
244,acadian,ə cʰ ej dʲ i ə n,/cʰ/jdʲ/n,3,10,2
245,acapulco,a k ə pʰ ɐ ɫ kʰ əw,/k/pʰ/ɫkʰ/w,4,11,1.75
246,accademia,a k ə dʲ iː mʲ i ə,/k/dʲ/ːmʲ/,4,11,2
247,accede,ə k s iː d,/ks/ːd,2,6,2
248,acceded,ə k s iː dʲ ɪ d,/ks/ːdʲ/d,3,9,2
249,accelerate,a k s ɛ l ə ɹ ej t,/ks/l/ɹ/jt,4,10,1.5
250,accelerate,ə k s ɛ l ə ɹ ej t,/ks/l/ɹ/jt,4,10,1.5
251,accelerate,ɪ k s ɛ l ə ɹ ej t,/ks/l/ɹ/jt,4,10,1.5
252,accelerated,a k s ɛ l ə ɹ ej tʲ ɪ d,/ks/l/ɹ/jtʲ/d,5,13,1.6
253,accelerating,a k s ɛ l ə ɹ ej tʲ ɪ ŋ,/ks/l/ɹ/jtʲ/ŋ,5,13,1.6
254,acceleration,a k s ɛ l ə ɹ ej ʃ ə n,/ks/l/ɹ/jʃ/n,5,12,1.4
255,acceleration,ə k s ɛ l ə ɹ ej ʃ ə n,/ks/l/ɹ/jʃ/n,5,12,1.4
256,acceleration,ɪ k s ɛ l ə ɹ ej ʃ ə n,/ks/l/ɹ/jʃ/n,5,12,1.4
257,accelerator,a k s ɛ l ə ɹ ej t ə,/ks/l/ɹ/jt/,5,11,1.5
258,accelerators,a k s ɛ l ə ɹ ə ɪ t ə z,/ks/l/ɹ/t/z,5,12,1.2
259,accent,a k s ɛ n t,/ks/nt,2,6,2
260,accented,ə k s ɛ n tʲ ɪ d,/ks/ntʲ/d,3,9,2
261,accents,a k s ɛ n t s,/ks/nts,2,7,2.5
262,accentuated,a k s ɛ n tʲ ʉ ej tʲ ɪ d,/ks/ntʲ/jtʲ/d,4,14,2.25
263,accept,a k s ɛ p t,/ks/pt,2,6,2
264,accept,ə k s ɛ p t,/ks/pt,2,6,2
265,acceptability,ə k s ɛ p t ə bʲ ɪ ʎ ɪ tʲ i,/ks/pt/bʲ/ʎ/tʲ/,6,15,1.8
266,acceptable,ə k s ɛ p t ə b ə ɫ,/ks/pt/b/ɫ,4,10,1.5
267,acceptance,ə k s ɛ p t ə n s,/ks/pt/ns,3,9,2
268,acceptation,a k s ɛ p tʰ ej ʃ ə n,/ks/ptʰ/jʃ/n,4,12,2
269,accepted,k s ɛ p tʲ ɪ d,ks/ptʲ/d,2,8,2
270,accepted,ə k s ɛ p tʲ ɪ d,/ks/ptʲ/d,3,9,2
271,accepting,ə k s ɛ p tʲ ɪ ŋ,/ks/ptʲ/ŋ,3,9,2
272,acceptors,ə k s ɛ p t ə z,/ks/pt/z,3,8,1.6666666666666667
273,accepts,ə k s ɛ p s,/ks/ps,2,6,2
274,access,a k s ɛ s,/ks/s,2,5,1.5
275,access,ə k s ɛ s,/ks/s,2,5,1.5
276,accessed,a k s ɛ s t,/ks/st,2,6,2
277,accessed,ə k s ɛ s t,/ks/st,2,6,2
278,accesses,a k s ɛ s ɪ z,/ks/s/z,3,7,1.3333333333333333
279,accesses,ə k s ɛ s ɪ z,/ks/s/z,3,7,1.3333333333333333
280,accessibility,a k s ɛ s ə bʲ ɪ ʎ ɪ tʲ i,/ks/s/bʲ/ʎ/tʲ/,6,14,1.6
281,accessible,a k s ɛ s ə b ə ɫ,/ks/s/b/ɫ,4,9,1.25
282,accessing,a k s ɛ s ɪ ŋ,/ks/s/ŋ,3,7,1.3333333333333333
283,accessing,ə k s ɛ s ɪ ŋ,/ks/s/ŋ,3,7,1.3333333333333333
284,accession,a k s ɛ ʃ ə n,/ks/ʃ/n,3,7,1.3333333333333333
285,accession,ə s ɛ ʃ ə n,/s/ʃ/n,3,6,1
286,accessories,ə k s ɛ s ə ɹ i z,/ks/s/ɹ/z,4,9,1.25
287,accessory,a k s ɛ s ə ɹ i,/ks/s/ɹ/,4,8,1.3333333333333333
288,accessory,ə k s ɛ s ə ɹ i,/ks/s/ɹ/,4,8,1.3333333333333333
289,accident,a k s ə d ɛ n,/ks/d/n,3,7,1.3333333333333333
290,accident,a k s ə d ɛ n t,/ks/d/nt,3,8,1.6666666666666667
291,accidental,a k s ɪ d ɛ n t ə ɫ,/ks/d/nt/ɫ,4,10,1.5
292,accidentally,a k s ə d ɛ n t ə ʎ i,/ks/d/nt/ʎ/,5,11,1.5
293,accidents,a k s ɪ d ə n s,/ks/d/ns,3,8,1.6666666666666667
294,accidents,a k s ɪ d ə n t s,/ks/d/nts,3,9,2
295,acclaim,ə k l ej m,/kl/jm,2,6,2
296,acclaimed,ə k l ej m d,/kl/jmd,2,7,2.5
297,acclamation,ə k l ə m ej ʃ ə n,/kl/m/jʃ/n,4,10,1.5
298,acclivity,ə c ʎ ɪ v ə tʲ i,/cʎ/v/tʲ/,4,9,1.6666666666666667
299,accolade,a k ə l ej d,/k/l/jd,3,7,1.3333333333333333
300,accolade,a k ə l ɑ d,/k/l/d,3,6,1
301,accolades,a k ə l ej d z,/k/l/jdz,3,8,1.6666666666666667
302,accommodate,ə kʰ ɒ m ə d ej t,/kʰ/m/d/jt,4,10,1.5
303,accommodated,ə kʰ ɒ m ə d ej tʲ ɪ d,/kʰ/m/d/jtʲ/d,5,13,1.6
304,accommodates,ə kʰ ɒ m ə d ej t s,/kʰ/m/d/jts,4,11,1.75
305,accommodating,ə kʰ ɒ m ə d ej tʲ ɪ ŋ,/kʰ/m/d/jtʲ/ŋ,5,13,1.6
306,accommodation,ə kʰ ɒ m ə d ej ʃ ə n,/kʰ/m/d/jʃ/n,5,12,1.4
307,accommodations,ə kʰ ɒ m ə d ej ʃ ə n z,/kʰ/m/d/jʃ/nz,5,13,1.6
308,accompanied,ə kʰ ɐ m p ə ɲ i d,/kʰ/mp/ɲ/d,4,10,1.5
309,accompanied,ə kʰ ɐ m p ɲ i d,/kʰ/mpɲ/d,3,9,2
310,accompanies,ə kʰ ɐ m p ə ɲ i z,/kʰ/mp/ɲ/z,4,10,1.5
311,accompaniment,ə kʰ ɐ m p ə ɲ i m ɛ n t,/kʰ/mp/ɲ/m/nt,5,13,1.6
312,accompaniment,ə kʰ ɐ m p ɲ i m ɛ n t,/kʰ/mpɲ/m/nt,4,12,2
313,accompanist,ə kʰ ɐ m p ə ɲ ɪ s t,/kʰ/mp/ɲ/st,4,11,1.75
314,accompany,ə kʰ ɐ m p ə ɲ i,/kʰ/mp/ɲ/,4,9,1.6666666666666667
315,accompany,ə kʰ ɐ m p ɲ i,/kʰ/mpɲ/,3,8,2.5
316,accompanying,ə kʰ ɐ m p ə ɲ i ɪ ŋ,/kʰ/mp/ɲ/ŋ,4,11,1.5
317,accomplice,ə kʰ ɐ m p ʎ ɪ s,/kʰ/mpʎ/s,3,9,2
318,accomplish,ə kʰ ɐ m p ʎ ɪ ʃ,/kʰ/mpʎ/ʃ,3,9,2
319,accomplished,ə kʰ ɒ m p ʎ ɪ ʃ t,/kʰ/mpʎ/ʃt,3,10,2.3333333333333335
320,accomplishing,ə kʰ ɐ m p ʎ ɪ ʃ ɪ ŋ,/kʰ/mpʎ/ʃ/ŋ,4,11,1.75
321,accomplishment,ə kʰ ɐ m p ʎ ɪ ʃ m ɛ n t,/kʰ/mpʎ/ʃm/nt,4,13,2.25
322,accomplishments,ə kʰ ɐ m p ʎ ɪ ʃ m ɛ n t s,/kʰ/mpʎ/ʃm/nts,4,14,2.5
323,accord,ə kʰ ɒː d,/kʰ/ːd,2,6,2
324,accordance,ə kʰ ɒː d ə n s,/kʰ/ːd/ns,3,9,2
325,accorded,ə kʰ ɒː dʲ ɪ d,/kʰ/ːdʲ/d,3,9,2
326,according,ə kʰ ɒː dʲ ɪ n,/kʰ/ːdʲ/n,3,9,2
327,according,ə kʰ ɒː dʲ ɪ ŋ,/kʰ/ːdʲ/ŋ,3,9,2
328,accordingly,ə kʰ ɒː dʲ ɪ ɲ ʎ i,/kʰ/ːdʲ/ɲʎ/,4,11,2.3333333333333335
329,accordion,ə kʰ ɒ dʲ i ə n,/kʰ/dʲ/n,3,9,1.6666666666666667
330,accords,ə kʰ ɒː d z,/kʰ/ːdz,2,7,2.5
331,accost,ə kʰ ɒ s t,/kʰ/st,2,6,2
332,account,kʰ aw n t,kʰ/wnt,1,6,2.5
333,account,ə kʰ aw n t,/kʰ/wnt,2,7,2.5
334,accountability,ə kʰ aw n t ə bʲ ɪ ʎ ɪ tʲ i,/kʰ/wnt/bʲ/ʎ/tʲ/,6,16,2
335,accountable,ə kʰ aw n t ə b ə ɫ,/kʰ/wnt/b/ɫ,4,11,1.75
336,accountancy,ə kʰ aw n t ə n s i,/kʰ/wnt/ns/,4,11,2.3333333333333335
337,accountant,ə kʰ aw n t ə n t,/kʰ/wnt/nt,3,10,2.3333333333333335
338,accountants,ə kʰ aw n t ə n t s,/kʰ/wnt/nts,3,11,2.6666666666666665
339,accounted,ə kʰ aw n tʲ ɪ d,/kʰ/wntʲ/d,3,10,2.3333333333333335
340,accounting,ə kʰ aw n tʲ ɪ ŋ,/kʰ/wntʲ/ŋ,3,10,2.3333333333333335
341,accounts,ə kʰ aw n t s,/kʰ/wnts,2,8,3
342,accra,ə k ɹ ə,/kɹ/,2,4,2
