,Word,Transcription,Clusters,No. Syllables(Vowels),No.Phonemes,Mean cluster length
64,accelera,a k tʃ e l̪ e r̪ a,/ktʃ/l̪/r̪/,4,11,2.3333333333333335
65,accelerat,a k tʃ e l̪ e r̪ a t̪,/ktʃ/l̪/r̪/t̪,4,13,2.25
66,accelerată,a k tʃ e l̪ e r̪ a t̪ ɜ,/ktʃ/l̪/r̪/t̪/,5,14,2.25
67,acceleraţi,a k tʃ e l̪ e r̪ a t̪ s i,/ktʃ/l̪/r̪/t̪s/,5,15,2.5
68,accelerați,a k tʃ e l̪ e r̪ a t̪s i,/ktʃ/l̪/r̪/t̪s/,5,15,2.5
69,accelerează,a k tʃ e l̪ e r̪ e a z̪ ɜ,/ktʃ/l̪/r̪/z̪/,5,15,2.25
70,accentuată,a k tʃ e n̪ t̪ u a t̪ ɜ,/ktʃ/n̪t̪/t̪/,4,14,3
71,accentul,a k tʃ e n̪ t̪ u l̪,/ktʃ/n̪t̪/l̪,3,12,3
72,accept,a k tʃ e p t̪,/ktʃ/pt̪,2,8,3
73,accepta,a k tʃ e p t̪ a,/ktʃ/pt̪/,3,9,3
74,accepta-o,a k tʃ e p t̪ a o,/ktʃ/pt̪/,3,10,3
75,acceptabil,a k tʃ e p t̪ a b i l̪,/ktʃ/pt̪/b/l̪,4,13,2.25
76,acceptabile,a k tʃ e p t̪ a b i l̪ e,/ktʃ/pt̪/b/l̪/,5,14,2.25
77,acceptabilă,a k tʃ e p t̪ a b i l̪ ɜ,/ktʃ/pt̪/b/l̪/,5,14,2.25
78,acceptarea,a k tʃ e p t̪ a r̪ e a,/ktʃ/pt̪/r̪/,4,13,2.6666666666666665
79,acceptat,a k tʃ e p t̪ a t̪,/ktʃ/pt̪/t̪,3,11,2.6666666666666665
80,acceptate,a k tʃ e p t̪ a t̪ e,/ktʃ/pt̪/t̪/,4,12,2.6666666666666665
81,acceptată,a k tʃ e p t̪ a t̪ ɜ,/ktʃ/pt̪/t̪/,4,12,2.6666666666666665
82,acceptaţi,a k tʃ e p t̪ a t̪ s i,/ktʃ/pt̪/t̪s/,4,13,3
83,acceptați,a k tʃ e p t̪ a t̪s i,/ktʃ/pt̪/t̪s/,4,13,3
84,accepte,a k tʃ e p t̪ e,/ktʃ/pt̪/,3,9,3
85,acceptăm,a k tʃ e p t̪ ɜ m,/ktʃ/pt̪/m,3,10,2.3333333333333335
86,accepţi,a k tʃ e p t̪ s i,/ktʃ/pt̪s/,3,10,3.5
87,accepți,a k tʃ e p t̪s i,/ktʃ/pt̪s/,3,10,3.5
88,acces,a k tʃ e s̪,/ktʃ/s̪,2,7,2.5
89,accesare,a k tʃ e s̪ a r̪ e,/ktʃ/s̪/r̪/,4,11,2.3333333333333335
90,accesarea,a k tʃ e s̪ a r̪ e a,/ktʃ/s̪/r̪/,4,12,2.3333333333333335
91,accesibilă,a k tʃ e s̪ i b i l̪ ɜ,/ktʃ/s̪/b/l̪/,5,13,2
92,accesul,a k tʃ e s̪ u l̪,/ktʃ/s̪/l̪,3,10,2.3333333333333335
93,accident,a k tʃ i d̪ e n̪ t̪,/ktʃ/d̪/n̪t̪,3,12,3
94,accidental,a k tʃ i d̪ e n̪ t̪ a l̪,/ktʃ/d̪/n̪t̪/l̪,4,15,2.75
95,accidente,a k tʃ i d̪ e n̪ t̪ e,/ktʃ/d̪/n̪t̪/,4,13,3
96,accidentele,a k tʃ i d̪ e n̪ t̪ e l̪ e,/ktʃ/d̪/n̪t̪/l̪/,5,16,2.75
97,accidentului,a k tʃ i d̪ e n̪ t̪ u l̪ u i,/ktʃ/d̪/n̪t̪/l̪/,5,17,2.75
98,acea,a tʃ a,/tʃ/,2,4,2
99,aceasta,a tʃ a s̪ t̪ a,/tʃ/s̪t̪/,3,9,3
100,această,a tʃ a s̪ t̪ ɜ,/tʃ/s̪t̪/,3,9,3
101,aceea,a tʃ e e a,/tʃ/,2,6,2
102,aceeaşi,a tʃ e e a ʃ i,/tʃ/ʃ/,3,8,1.5
103,aceeași,a tʃ e e a ʃ i,/tʃ/ʃ/,3,8,1.5
104,acei,a tʃ e i,/tʃ/,2,5,2
105,aceia,a tʃ e i a,/tʃ/,2,6,2
106,aceiași,a tʃ e i a ʃ i,/tʃ/ʃ/,3,8,1.5
107,acel,a tʃ e l̪,/tʃ/l̪,2,6,2
108,acela,a tʃ e l̪ a,/tʃ/l̪/,3,7,2
109,acelaşi,a tʃ e l̪ a ʃ i,/tʃ/l̪/ʃ/,4,9,1.6666666666666667
110,același,a tʃ e l̪ a ʃ i,/tʃ/l̪/ʃ/,4,9,1.6666666666666667
111,acele,a tʃ e l̪ e,/tʃ/l̪/,3,7,2
112,acelea,a tʃ e l̪ e a,/tʃ/l̪/,3,8,2
113,aceleaşi,a tʃ e l̪ e a ʃ i,/tʃ/l̪/ʃ/,4,10,1.6666666666666667
114,aceleași,a tʃ e l̪ e a ʃ i,/tʃ/l̪/ʃ/,4,10,1.6666666666666667
115,acelei,a tʃ e l̪ e i,/tʃ/l̪/,3,8,2
116,aceloraşi,a tʃ e l̪ o r̪ a ʃ i,/tʃ/l̪/r̪/ʃ/,5,12,1.75
117,acelorași,a tʃ e l̪ o r̪ a ʃ i,/tʃ/l̪/r̪/ʃ/,5,12,1.75
118,acelui,a tʃ e l̪ u i,/tʃ/l̪/,3,8,2
119,acest,a tʃ e s̪ t̪,/tʃ/s̪t̪,2,8,3
120,acesta,a tʃ e s̪ t̪ a,/tʃ/s̪t̪/,3,9,3
121,aceste,a tʃ e s̪ t̪ e,/tʃ/s̪t̪/,3,9,3
122,acestea,a tʃ e s̪ t̪ e a,/tʃ/s̪t̪/,3,10,3
123,acestei,a tʃ e s̪ t̪ e i,/tʃ/s̪t̪/,3,10,3
124,acesteia,a tʃ e s̪ t̪ e i a,/tʃ/s̪t̪/,3,11,3
125,acestor,a tʃ e s̪ t̪ o r̪,/tʃ/s̪t̪/r̪,3,11,2.6666666666666665
126,acestora,a tʃ e s̪ t̪ o r̪ a,/tʃ/s̪t̪/r̪/,4,12,2.6666666666666665
127,acestui,a tʃ e s̪ t̪ u i,/tʃ/s̪t̪/,3,10,3
128,acestuia,a tʃ e s̪ t̪ u i a,/tʃ/s̪t̪/,3,11,3
129,aceşti,a tʃ e ʃ t̪ i,/tʃ/ʃt̪/,3,8,2.5
130,aceştia,a tʃ e ʃ t̪ i a,/tʃ/ʃt̪/,3,9,2.5
131,acești,a tʃ e ʃ t̪ i,/tʃ/ʃt̪/,3,8,2.5
132,aceștia,a tʃ e ʃ t̪ i a,/tʃ/ʃt̪/,3,9,2.5
133,achita,a k i t̪ a,/k/t̪/,3,6,1.5
134,achitat,a k i t̪ a t̪,/k/t̪/t̪,3,8,1.6666666666666667
135,achitate,a k i t̪ a t̪ e,/k/t̪/t̪/,4,9,1.6666666666666667
136,achiziții,a k i z̪ i t̪s i i,/k/z̪/t̪s/,4,11,2
137,achiziționarea,a k i z̪ i t̪s i o n̪ a r̪ e a,/k/z̪/t̪s/n̪/r̪/,6,18,2
138,acolo,a k o l̪ o,/k/l̪/,3,6,1.5
139,acoperire,a k o p e r̪ i r̪ e,/k/p/r̪/r̪/,5,11,1.5
140,acoperit,a k o p e r̪ i t̪,/k/p/r̪/t̪,4,10,1.5
141,acoperite,a k o p e r̪ i t̪ e,/k/p/r̪/t̪/,5,11,1.5
142,acoperă,a k o p e r̪ ɜ,/k/p/r̪/,4,8,1.3333333333333333
143,acord,a k o r̪ d̪,/k/r̪d̪,2,7,2.5
144,acorda,a k o r̪ d̪ a,/k/r̪d̪/,3,8,2.5
145,acordarea,a k o r̪ d̪ a r̪ e a,/k/r̪d̪/r̪/,4,12,2.3333333333333335
146,acordat,a k o r̪ d̪ a t̪,/k/r̪d̪/t̪,3,10,2.3333333333333335
147,acordate,a k o r̪ d̪ a t̪ e,/k/r̪d̪/t̪/,4,11,2.3333333333333335
148,acordată,a k o r̪ d̪ a t̪ ɜ,/k/r̪d̪/t̪/,4,11,2.3333333333333335
149,acordaţi,a k o r̪ d̪ a t̪ s i,/k/r̪d̪/t̪s/,4,12,2.6666666666666665
150,acordați,a k o r̪ d̪ a t̪s i,/k/r̪d̪/t̪s/,4,12,2.6666666666666665
151,acordați-le,a k o r̪ d̪ a t̪s i l̪ e,/k/r̪d̪/t̪s/l̪/,5,15,2.5
152,acordul,a k o r̪ d̪ u l̪,/k/r̪d̪/l̪,3,10,2.3333333333333335
153,acordului,a k o r̪ d̪ u l̪ u i,/k/r̪d̪/l̪/,4,12,2.3333333333333335
154,acorduri,a k o r̪ d̪ u r̪ i,/k/r̪d̪/r̪/,4,11,2.3333333333333335
155,acordurile,a k o r̪ d̪ u r̪ i l̪ e,/k/r̪d̪/r̪/l̪/,5,14,2.25
156,acordă,a k o r̪ d̪ ɜ,/k/r̪d̪/,3,8,2.5
157,acordăm,a k o r̪ d̪ ɜ m,/k/r̪d̪/m,3,9,2
158,acquis,a k u i s̪,/k/s̪,2,6,1.5
159,acquis”,a k u i s̪,/k/s̪,2,6,1.5
160,acrobați,a k r̪ o b a t̪s i,/kr̪/b/t̪s/,4,11,2.3333333333333335
161,act,a k t̪,/kt̪,1,4,3
162,acte,a k t̪ e,/kt̪/,2,5,3
163,actele,a k t̪ e l̪ e,/kt̪/l̪/,3,8,2.5
164,actelor,a k t̪ e l̪ o r̪,/kt̪/l̪/r̪,3,10,2.3333333333333335
165,activ,a k t̪ i v,/kt̪/v,2,6,2
166,activează,a k t̪ i v e a z̪ ɜ,/kt̪/v/z̪/,4,11,2
167,activi,a k t̪ i v i,/kt̪/v/,3,7,2
168,activitate,a k t̪ i v i t̪ a t̪ e,/kt̪/v/t̪/t̪/,5,13,2
169,activitatea,a k t̪ i v i t̪ a t̪ e a,/kt̪/v/t̪/t̪/,5,14,2
170,activităţi,a k t̪ i v i t̪ ɜ t̪ s i,/kt̪/v/t̪/t̪s/,5,14,2.25
171,activităţii,a k t̪ i v i t̪ ɜ t̪ s i i,/kt̪/v/t̪/t̪s/,5,15,2.25
172,activităţile,a k t̪ i v i t̪ ɜ t̪ s i l̪ e,/kt̪/v/t̪/t̪s/l̪/,6,17,2.2
173,activități,a k t̪ i v i t̪ ɜ t̪s i,/kt̪/v/t̪/t̪s/,5,14,2.25
174,activității,a k t̪ i v i t̪ ɜ t̪s i i,/kt̪/v/t̪/t̪s/,5,15,2.25
175,activitățile,a k t̪ i v i t̪ ɜ t̪s i l̪ e,/kt̪/v/t̪/t̪s/l̪/,6,17,2.2
176,activişti,a k t̪ i v i ʃ t̪ i,/kt̪/v/ʃt̪/,4,11,2.3333333333333335
177,activiști,a k t̪ i v i ʃ t̪ i,/kt̪/v/ʃt̪/,4,11,2.3333333333333335
178,activă,a k t̪ i v ɜ,/kt̪/v/,3,7,2
179,actor,a k t̪ o r̪,/kt̪/r̪,2,7,2.5
180,actori,a k t̪ o r̪ i,/kt̪/r̪/,3,8,2.5
181,actorilor,a k t̪ o r̪ i l̪ o r̪,/kt̪/r̪/l̪/r̪,4,13,2.25
182,actual,a k t̪ u a l̪,/kt̪/l̪,2,8,2.5
183,actuala,a k t̪ u a l̪ a,/kt̪/l̪/,3,9,2.5
184,actuale,a k t̪ u a l̪ e,/kt̪/l̪/,3,9,2.5
185,actualitate,a k t̪ u a l̪ i t̪ a t̪ e,/kt̪/l̪/t̪/t̪/,5,15,2.25
186,actualizare,a k t̪ u a l̪ i z̪ a r̪ e,/kt̪/l̪/z̪/r̪/,5,15,2.25
187,actualizat,a k t̪ u a l̪ i z̪ a t̪,/kt̪/l̪/z̪/t̪,4,14,2.25
188,actualmente,a k t̪ u a l̪ m e n̪ t̪ e,/kt̪/l̪m/n̪t̪/,4,15,3.3333333333333335
189,actualul,a k t̪ u a l̪ u l̪,/kt̪/l̪/l̪,3,11,2.3333333333333335
190,actuală,a k t̪ u a l̪ ɜ,/kt̪/l̪/,3,9,2.5
191,actul,a k t̪ u l̪,/kt̪/l̪,2,7,2.5
192,acum,a k u m,/k/m,2,4,1
193,acumulat,a k u m u l̪ a t̪,/k/m/l̪/t̪,4,10,1.5
194,acumulând,a k u m u l̪ ɨ n̪ d̪,/k/m/l̪/n̪d̪,4,12,2
195,acutizat,a k u t̪ i z̪ a t̪,/k/t̪/z̪/t̪,4,11,1.75
196,acuzarea,a k u z̪ a r̪ e a,/k/z̪/r̪/,4,10,1.6666666666666667
197,acuzat,a k u z̪ a t̪,/k/z̪/t̪,3,8,1.6666666666666667
198,acuzator,a k u z̪ a t̪ o r̪,/k/z̪/t̪/r̪,4,11,1.75
199,acuzată,a k u z̪ a t̪ ɜ,/k/z̪/t̪/,4,9,1.6666666666666667
200,acuzaţie,a k u z̪ a t̪ s i e,/k/z̪/t̪s/,4,11,2
201,acuzaţii,a k u z̪ a t̪ s i i,/k/z̪/t̪s/,4,11,2
202,acuzați,a k u z̪ a t̪s i,/k/z̪/t̪s/,4,10,2
203,acuzație,a k u z̪ a t̪s i e,/k/z̪/t̪s/,4,11,2
204,acuzații,a k u z̪ a t̪s i i,/k/z̪/t̪s/,4,11,2
205,acuză,a k u z̪ ɜ,/k/z̪/,3,6,1.5
206,acţiona,a k t̪ s i o n̪ a,/kt̪s/n̪/,3,10,3
207,acţionat,a k t̪ s i o n̪ a t̪,/kt̪s/n̪/t̪,3,12,2.6666666666666665
208,acţionaţi,a k t̪ s i o n̪ a t̪ s i,/kt̪s/n̪/t̪s/,4,14,3
209,acţioneze,a k t̪ s i o n̪ e z̪ e,/kt̪s/n̪/z̪/,4,13,2.6666666666666665
210,acţionând,a k t̪ s i o n̪ ɨ n̪ d̪,/kt̪s/n̪/n̪d̪,3,14,3.3333333333333335
211,acţionăm,a k t̪ s i o n̪ ɜ m,/kt̪s/n̪/m,3,11,2.3333333333333335
212,acţiune,a k t̪ s i u n̪ e,/kt̪s/n̪/,3,10,3
213,acţiunea,a k t̪ s i u n̪ e a,/kt̪s/n̪/,3,11,3
214,acţiuni,a k t̪ s i u n̪ i,/kt̪s/n̪/,3,10,3
215,acţiunile,a k t̪ s i u n̪ i l̪ e,/kt̪s/n̪/l̪/,4,13,2.6666666666666665
216,acționa,a k t̪s i o n̪ a,/kt̪s/n̪/,3,10,3
217,acționat,a k t̪s i o n̪ a t̪,/kt̪s/n̪/t̪,3,12,2.6666666666666665
218,acționați,a k t̪s i o n̪ a t̪s i,/kt̪s/n̪/t̪s/,4,14,3
219,acționează,a k t̪s i o n̪ e a z̪ ɜ,/kt̪s/n̪/z̪/,4,14,2.6666666666666665
220,acționeze,a k t̪s i o n̪ e z̪ e,/kt̪s/n̪/z̪/,4,13,2.6666666666666665
221,acționând,a k t̪s i o n̪ ɨ n̪ d̪,/kt̪s/n̪/n̪d̪,3,14,3.3333333333333335
222,acționăm,a k t̪s i o n̪ ɜ m,/kt̪s/n̪/m,3,11,2.3333333333333335
223,acțiune,a k t̪s i u n̪ e,/kt̪s/n̪/,3,10,3
224,acțiunea,a k t̪s i u n̪ e a,/kt̪s/n̪/,3,11,3
225,acțiuni,a k t̪s i u n̪ i,/kt̪s/n̪/,3,10,3
226,acțiunile,a k t̪s i u n̪ i l̪ e,/kt̪s/n̪/l̪/,4,13,2.6666666666666665
227,acțiunilor,a k t̪s i u n̪ i l̪ o r̪,/kt̪s/n̪/l̪/r̪,4,15,2.5
228,adaptare,a d̪ a p t̪ a r̪ e,/d̪/pt̪/r̪/,4,11,2.3333333333333335
229,adaptat,a d̪ a p t̪ a t̪,/d̪/pt̪/t̪,3,10,2.3333333333333335
230,adaptată,a d̪ a p t̪ a t̪ ɜ,/d̪/pt̪/t̪/,4,11,2.3333333333333335
231,adaptez,a d̪ a p t̪ e z̪,/d̪/pt̪/z̪,3,10,2.3333333333333335
232,adaptării,a d̪ a p t̪ ɜ r̪ i i,/d̪/pt̪/r̪/,4,12,2.3333333333333335
233,adaug,a d̪ a u ɡ,/d̪/ɡ,2,6,1.5
234,adaugă,a d̪ a u ɡ ɜ,/d̪/ɡ/,3,7,1.5
235,adecvat,a d̪ e k v a t̪,/d̪/kv/t̪,3,9,2
236,adecvate,a d̪ e k v a t̪ e,/d̪/kv/t̪/,4,10,2
237,adecvată,a d̪ e k v a t̪ ɜ,/d̪/kv/t̪/,4,10,2
238,aderare,a d̪ e r̪ a r̪ e,/d̪/r̪/r̪/,4,10,2
239,aderarea,a d̪ e r̪ a r̪ e a,/d̪/r̪/r̪/,4,11,2
240,adesea,a d̪ e s̪ e a,/d̪/s̪/,3,8,2
241,adeseaa,a d̪ e s̪ e a a,/d̪/s̪/,3,9,2
242,adeseori,a d̪ e s̪ e o r̪ i,/d̪/s̪/r̪/,4,11,2
243,adevăr,a d̪ e v ɜ r̪,/d̪/v/r̪,3,8,1.6666666666666667
244,adevărat,a d̪ e v ɜ r̪ a t̪,/d̪/v/r̪/t̪,4,11,1.75
245,adevărata,a d̪ e v ɜ r̪ a t̪ a,/d̪/v/r̪/t̪/,5,12,1.75
246,adevărate,a d̪ e v ɜ r̪ a t̪ e,/d̪/v/r̪/t̪/,5,12,1.75
247,adevăratele,a d̪ e v ɜ r̪ a t̪ e l̪ e,/d̪/v/r̪/t̪/l̪/,6,15,1.8
248,adevăratul,a d̪ e v ɜ r̪ a t̪ u l̪,/d̪/v/r̪/t̪/l̪,5,14,1.8
249,adevărată,a d̪ e v ɜ r̪ a t̪ ɜ,/d̪/v/r̪/t̪/,5,12,1.75
250,adevăraţii,a d̪ e v ɜ r̪ a t̪ s i i,/d̪/v/r̪/t̪s/,5,14,2
251,adevărați,a d̪ e v ɜ r̪ a t̪s i,/d̪/v/r̪/t̪s/,5,13,2
252,adevărații,a d̪ e v ɜ r̪ a t̪s i i,/d̪/v/r̪/t̪s/,5,14,2
253,adevărul,a d̪ e v ɜ r̪ u l̪,/d̪/v/r̪/l̪,4,11,1.75
254,adevărului,a d̪ e v ɜ r̪ u l̪ u i,/d̪/v/r̪/l̪/,5,13,1.75
255,adică,a d̪ i k ɜ,/d̪/k/,3,6,1.5
256,adineauri,a d̪ i n̪ e a u r̪ i,/d̪/n̪/r̪/,4,12,2
257,adjunct,a d̪ ʒ u n̪ k t̪,/d̪ʒ/n̪kt̪,2,10,4
258,administrarea,a d̪ m i n̪ i s̪ t̪ r̪ a r̪ e a,/d̪m/n̪/s̪t̪r̪/r̪/,5,19,3.25
259,administrat,a d̪ m i n̪ i s̪ t̪ r̪ a t̪,/d̪m/n̪/s̪t̪r̪/t̪,4,17,3.25
260,administratorul,a d̪ m i n̪ i s̪ t̪ r̪ a t̪ o r̪ u l̪,/d̪m/n̪/s̪t̪r̪/t̪/r̪/l̪,6,23,2.8333333333333335
261,administraţie,a d̪ m i n̪ i s̪ t̪ r̪ a t̪ s i e,/d̪m/n̪/s̪t̪r̪/t̪s/,5,20,3.5
262,administrație,a d̪ m i n̪ i s̪ t̪ r̪ a t̪s i e,/d̪m/n̪/s̪t̪r̪/t̪s/,5,20,3.5
263,administrației,a d̪ m i n̪ i s̪ t̪ r̪ a t̪s i e i,/d̪m/n̪/s̪t̪r̪/t̪s/,5,21,3.5
264,admir,a d̪ m i r̪,/d̪m/r̪,2,7,2.5
265,admirabil,a d̪ m i r̪ a b i l̪,/d̪m/r̪/b/l̪,4,12,2
266,admiraţia,a d̪ m i r̪ a t̪ s i a,/d̪m/r̪/t̪s/,4,13,2.6666666666666665
267,admirația,a d̪ m i r̪ a t̪s i a,/d̪m/r̪/t̪s/,4,13,2.6666666666666665
268,admite,a d̪ m i t̪ e,/d̪m/t̪/,3,8,2.5
269,adolescenta,a d̪ o l̪ e s̪ tʃ e n̪ t̪ a,/d̪/l̪/s̪tʃ/n̪t̪/,5,17,3
270,adolescenți,a d̪ o l̪ e s̪ tʃ e n̪ t̪s i,/d̪/l̪/s̪tʃ/n̪t̪s/,5,18,3.25
271,adopta,a d̪ o p t̪ a,/d̪/pt̪/,3,8,2.5
272,adoptare,a d̪ o p t̪ a r̪ e,/d̪/pt̪/r̪/,4,11,2.3333333333333335
273,adoptarea,a d̪ o p t̪ a r̪ e a,/d̪/pt̪/r̪/,4,12,2.3333333333333335
274,adoptat,a d̪ o p t̪ a t̪,/d̪/pt̪/t̪,3,10,2.3333333333333335
275,adoptate,a d̪ o p t̪ a t̪ e,/d̪/pt̪/t̪/,4,11,2.3333333333333335
276,adoptată,a d̪ o p t̪ a t̪ ɜ,/d̪/pt̪/t̪/,4,11,2.3333333333333335
277,adoptați,a d̪ o p t̪ a t̪s i,/d̪/pt̪/t̪s/,4,12,2.6666666666666665
278,adopte,a d̪ o p t̪ e,/d̪/pt̪/,3,8,2.5
279,adoptăm,a d̪ o p t̪ ɜ m,/d̪/pt̪/m,3,9,2
280,adoptării,a d̪ o p t̪ ɜ r̪ i i,/d̪/pt̪/r̪/,4,12,2.3333333333333335
281,adopția,a d̪ o p t̪s i a,/d̪/pt̪s/,3,10,3
282,ador,a d̪ o r̪,/d̪/r̪,2,6,2
283,adresa,a d̪ r̪ e s̪ a,/d̪r̪/s̪/,3,9,3
284,adresat,a d̪ r̪ e s̪ a t̪,/d̪r̪/s̪/t̪,3,11,2.6666666666666665
285,adresate,a d̪ r̪ e s̪ a t̪ e,/d̪r̪/s̪/t̪/,4,12,2.6666666666666665
286,adresată,a d̪ r̪ e s̪ a t̪ ɜ,/d̪r̪/s̪/t̪/,4,12,2.6666666666666665
287,adresează,a d̪ r̪ e s̪ e a z̪ ɜ,/d̪r̪/s̪/z̪/,4,13,2.6666666666666665
288,adresele,a d̪ r̪ e s̪ e l̪ e,/d̪r̪/s̪/l̪/,4,12,2.6666666666666665
289,adresez,a d̪ r̪ e s̪ e z̪,/d̪r̪/s̪/z̪,3,11,2.6666666666666665
290,aduc,a d̪ u k,/d̪/k,2,5,1.5
291,aduce,a d̪ u tʃ e,/d̪/tʃ/,3,7,2
