,Word,Transcription,Clusters,No. Syllables(Vowels),No.Phonemes,Mean cluster length
22,abantailarik,a b a n t̪ a i l a ɾ i k,/b/nt̪/l/ɾ/k,5,13,1.4
23,abanto-zierbenako,a b a n t̪ o s̻ i e r b e n a k o,/b/nt̪/s̻/rb/n/k/,7,18,1.6666666666666667
24,abar,a b a r,/b/r,2,4,1
25,abdomenak,a b d̪ o m e n a k,/bd̪/m/n/k,4,10,1.5
26,abegikorrak,a b e ɡ i k o r a k,/b/ɡ/k/r/k,5,10,1
27,abeltzain,a b e l t̪ s̻ a i n,/b/lt̪s̻/n,3,11,2.3333333333333335
28,abeltzainak,a b e l t̪ s̻ a i n a k,/b/lt̪s̻/n/k,4,13,2
29,abeltzaintza,a b e l t̪ s̻ a i n t̪ s̻ a,/b/lt̪s̻/nt̪s̻/,4,16,3.6666666666666665
30,abeltzaintza-enpresetako,a b e l t̪ s̻ a i n t̪ s̻ a e n p r e s̺ e t̪ a k o,/b/lt̪s̻/nt̪s̻/npr/s̺/t̪/k/,8,29,2.7142857142857144
31,abeltzaintzan,a b e l t̪ s̻ a i n t̪ s̻ a n,/b/lt̪s̻/nt̪s̻/n,4,17,3
32,abeltzaintzarako,a b e l t̪ s̻ a i n t̪ s̻ a ɾ a k o,/b/lt̪s̻/nt̪s̻/ɾ/k/,6,20,2.6
33,abenduan,a b e n d̪ u a n,/b/nd̪/n,3,9,1.6666666666666667
34,abenduaren,a b e n d̪ u a ɾ e n,/b/nd̪/ɾ/n,4,11,1.5
35,abenduko,a b e n d̪ u k o,/b/nd̪/k/,4,9,1.6666666666666667
36,abendura,a b e n d̪ u ɾ a,/b/nd̪/ɾ/,4,9,1.6666666666666667
37,abendurako,a b e n d̪ u ɾ a k o,/b/nd̪/ɾ/k/,5,11,1.5
38,abendutik,a b e n d̪ u t̪ i k,/b/nd̪/t̪/k,4,11,1.75
39,abentura,a b e n t̪ u ɾ a,/b/nt̪/ɾ/,4,9,1.6666666666666667
40,abenturaren,a b e n t̪ u ɾ a ɾ e n,/b/nt̪/ɾ/ɾ/n,5,12,1.4
41,abenturei,a b e n t̪ u ɾ e i,/b/nt̪/ɾ/,4,10,1.6666666666666667
42,abenturetan,a b e n t̪ u ɾ e t̪ a n,/b/nt̪/ɾ/t̪/n,5,13,1.6
43,aberasgarria,a b e ɾ a s̺ ɡ a r i a,/b/ɾ/s̺ɡ/r/,5,12,1.5
44,aberastasun,a b e ɾ a s̺ t̪ a s̺ u n,/b/ɾ/s̺t̪/s̺/n,5,14,1.8
45,aberastasuna,a b e ɾ a s̺ t̪ a s̺ u n a,/b/ɾ/s̺t̪/s̺/n/,6,15,1.8
46,aberastasunekin,a b e ɾ a s̺ t̪ a s̺ u n e k i n,/b/ɾ/s̺t̪/s̺/n/k/n,7,18,1.5714285714285714
47,aberastasunen,a b e ɾ a s̺ t̪ a s̺ u n e n,/b/ɾ/s̺t̪/s̺/n/n,6,16,1.6666666666666667
48,aberasteko,a b e ɾ a s̺ t̪ e k o,/b/ɾ/s̺t̪/k/,5,12,1.75
49,aberasten,a b e ɾ a s̺ t̪ e n,/b/ɾ/s̺t̪/n,4,11,1.75
50,aberastu,a b e ɾ a s̺ t̪ u,/b/ɾ/s̺t̪/,4,10,2
51,aberastua,a b e ɾ a s̺ t̪ u a,/b/ɾ/s̺t̪/,4,11,2
52,aberasturik,a b e ɾ a s̺ t̪ u ɾ i k,/b/ɾ/s̺t̪/ɾ/k,5,13,1.6
53,aberats,a b e ɾ a t̪ s̺,/b/ɾ/t̪s̺,3,9,2
54,aberats-ebasleak,a b e ɾ a t̪ s̺ e b a s̺ l e a k,/b/ɾ/t̪s̺/b/s̺l/k,6,18,1.8333333333333333
55,aberatsa,a b e ɾ a t̪ s̺ a,/b/ɾ/t̪s̺/,4,10,2
56,aberatsagoak,a b e ɾ a t̪ s̺ a ɡ o a k,/b/ɾ/t̪s̺/ɡ/k,5,14,1.6
57,aberatsak,a b e ɾ a t̪ s̺ a k,/b/ɾ/t̪s̺/k,4,11,1.75
58,aberatsarekin,a b e ɾ a t̪ s̺ a ɾ e k i n,/b/ɾ/t̪s̺/ɾ/k/n,6,15,1.5
59,aberatsari,a b e ɾ a t̪ s̺ a ɾ i,/b/ɾ/t̪s̺/ɾ/,5,12,1.75
60,aberatsean,a b e ɾ a t̪ s̺ e a n,/b/ɾ/t̪s̺/n,4,12,1.75
61,aberatseko,a b e ɾ a t̪ s̺ e k o,/b/ɾ/t̪s̺/k/,5,12,1.75
62,aberatsen,a b e ɾ a t̪ s̺ e n,/b/ɾ/t̪s̺/n,4,11,1.75
63,aberatsenak,a b e ɾ a t̪ s̺ e n a k,/b/ɾ/t̪s̺/n/k,5,13,1.6
64,aberatsenetakoa,a b e ɾ a t̪ s̺ e n e t̪ a k o a,/b/ɾ/t̪s̺/n/t̪/k/,7,18,1.6666666666666667
65,aberatsetako,a b e ɾ a t̪ s̺ e t̪ a k o,/b/ɾ/t̪s̺/t̪/k/,6,15,1.8
66,abere,a b e ɾ e,/b/ɾ/,3,5,1
67,abereak,a b e ɾ e a k,/b/ɾ/k,3,7,1
68,abereen,a b e ɾ e e n,/b/ɾ/n,3,7,1
69,abereengatik,a b e ɾ e e n ɡ a t̪ i k,/b/ɾ/nɡ/t̪/k,5,13,1.4
70,abereentzako,a b e ɾ e e n t̪ s̻ a k o,/b/ɾ/nt̪s̻/k/,5,14,2
71,abererik,a b e ɾ e ɾ i k,/b/ɾ/ɾ/k,4,8,1
72,aberria,a b e r i a,/b/r/,3,6,1
73,aberrian,a b e r i a n,/b/r/n,3,7,1
74,aberriaren,a b e r i a ɾ e n,/b/r/ɾ/n,4,9,1
75,aberriari,a b e r i a ɾ i,/b/r/ɾ/,4,8,1
76,aberrira,a b e r i ɾ a,/b/r/ɾ/,4,7,1
77,aberritik,a b e r i t̪ i k,/b/r/t̪/k,4,9,1.25
78,abertzale,a b e r t̪ s̻ a l e,/b/rt̪s̻/l/,4,11,2.3333333333333335
79,abertzalea,a b e r t̪ s̻ a l e a,/b/rt̪s̻/l/,4,12,2.3333333333333335
80,abertzaleak,a b e r t̪ s̻ a l e a k,/b/rt̪s̻/l/k,4,13,2
81,abertzalean,a b e r t̪ s̻ a l e a n,/b/rt̪s̻/l/n,4,13,2
82,abertzalearen,a b e r t̪ s̻ a l e a ɾ e n,/b/rt̪s̻/l/ɾ/n,5,15,1.8
83,abertzaleen,a b e r t̪ s̻ a l e e n,/b/rt̪s̻/l/n,4,13,2
84,abertzaleetan,a b e r t̪ s̻ a l e e t̪ a n,/b/rt̪s̻/l/t̪/n,5,16,2
85,abertzaleko,a b e r t̪ s̻ a l e k o,/b/rt̪s̻/l/k/,5,13,2
86,abertzaletasuna,a b e r t̪ s̻ a l e t̪ a s̺ u n a,/b/rt̪s̻/l/t̪/s̺/n/,7,19,2
87,abertzaletasunaren,a b e r t̪ s̻ a l e t̪ a s̺ u n a ɾ e n,/b/rt̪s̻/l/t̪/s̺/n/ɾ/n,8,22,1.75
88,abertzaletasunetik,a b e r t̪ s̻ a l e t̪ a s̺ u n e t̪ i k,/b/rt̪s̻/l/t̪/s̺/n/t̪/k,8,23,1.875
89,abesbatza,a b e s̺ b a t̪ s̻ a,/b/s̺b/t̪s̻/,4,12,2.6666666666666665
90,abesbatza-lehiaketetan,a b e s̺ b a t̪ s̻ a l e i a k e t̪ e t̪ a n,/b/s̺b/t̪s̻/l/k/t̪/t̪/n,8,25,1.875
91,abesbatzaren,a b e s̺ b a t̪ s̻ a ɾ e n,/b/s̺b/t̪s̻/ɾ/n,5,15,2
92,abesbatzarena,a b e s̺ b a t̪ s̻ a ɾ e n a,/b/s̺b/t̪s̻/ɾ/n/,6,16,2
93,abesbatzetan,a b e s̺ b a t̪ s̻ e t̪ a n,/b/s̺b/t̪s̻/t̪/n,5,16,2.2
94,abeslari,a b e s̺ l a ɾ i,/b/s̺l/ɾ/,4,9,1.6666666666666667
95,abeslaria,a b e s̺ l a ɾ i a,/b/s̺l/ɾ/,4,10,1.6666666666666667
96,abeslariarena,a b e s̺ l a ɾ i a ɾ e n a,/b/s̺l/ɾ/ɾ/n/,6,14,1.4
97,abeslarien,a b e s̺ l a ɾ i e n,/b/s̺l/ɾ/n,4,11,1.5
98,abestea,a b e s̺ t̪ e a,/b/s̺t̪/,3,9,2.5
99,abesten,a b e s̺ t̪ e n,/b/s̺t̪/n,3,9,2
100,abesti,a b e s̺ t̪ i,/b/s̺t̪/,3,8,2.5
101,abestia,a b e s̺ t̪ i a,/b/s̺t̪/,3,9,2.5
102,abestiak,a b e s̺ t̪ i a k,/b/s̺t̪/k,3,10,2
103,abestiaren,a b e s̺ t̪ i a ɾ e n,/b/s̺t̪/ɾ/n,4,12,1.75
104,abestiei,a b e s̺ t̪ i e i,/b/s̺t̪/,3,10,2.5
105,abestien,a b e s̺ t̪ i e n,/b/s̺t̪/n,3,10,2
106,abestietako,a b e s̺ t̪ i e t̪ a k o,/b/s̺t̪/t̪/k/,5,14,2
107,abestietan,a b e s̺ t̪ i e t̪ a n,/b/s̺t̪/t̪/n,4,13,2
108,abestirik,a b e s̺ t̪ i ɾ i k,/b/s̺t̪/ɾ/k,4,11,1.75
109,abestitzat,a b e s̺ t̪ i t̪ s̻ a t̪,/b/s̺t̪/t̪s̻/t̪,4,15,2.75
110,abestu,a b e s̺ t̪ u,/b/s̺t̪/,3,8,2.5
111,abestua,a b e s̺ t̪ u a,/b/s̺t̪/,3,9,2.5
112,abestuz,a b e s̺ t̪ u s̻,/b/s̺t̪/s̻,3,10,2.3333333333333335
113,abiada,a b i a d̪ a,/b/d̪/,3,7,1.5
114,abiadura,a b i a d̪ u ɾ a,/b/d̪/ɾ/,4,9,1.3333333333333333
115,abiadura-kaxa,a b i a d̪ u ɾ a k a ʃ a,/b/d̪/ɾ/k/ʃ/,6,13,1.2
116,abiadura-patinajea,a b i a d̪ u ɾ a p a t̪ i n a x e a,/b/d̪/ɾ/p/t̪/n/x/,8,19,1.2857142857142858
117,abiaduragatik,a b i a d̪ u ɾ a ɡ a t̪ i k,/b/d̪/ɾ/ɡ/t̪/k,6,15,1.3333333333333333
118,abiadurak,a b i a d̪ u ɾ a k,/b/d̪/ɾ/k,4,10,1.25
119,abiadurako,a b i a d̪ u ɾ a k o,/b/d̪/ɾ/k/,5,11,1.25
120,abiaduren,a b i a d̪ u ɾ e n,/b/d̪/ɾ/n,4,10,1.25
121,abian,a b i a n,/b/n,2,5,1
122,abiapuntu,a b i a p u n t̪ u,/b/p/nt̪/,4,10,1.6666666666666667
123,abiapuntua,a b i a p u n t̪ u a,/b/p/nt̪/,4,11,1.6666666666666667
124,abiapuntuak,a b i a p u n t̪ u a k,/b/p/nt̪/k,4,12,1.5
125,abiapuntuetako,a b i a p u n t̪ u e t̪ a k o,/b/p/nt̪/t̪/k/,6,16,1.6
126,abiapuntutzat,a b i a p u n t̪ u t̪ s̻ a t̪,/b/p/nt̪/t̪s̻/t̪,5,17,2.2
127,abiarazi,a b i a ɾ a s̻ i,/b/ɾ/s̻/,4,9,1.3333333333333333
128,abiaraziko,a b i a ɾ a s̻ i k o,/b/ɾ/s̻/k/,5,11,1.25
129,abiatu,a b i a t̪ u,/b/t̪/,3,7,1.5
130,abiatuko,a b i a t̪ u k o,/b/t̪/k/,4,9,1.3333333333333333
131,abiaturik,a b i a t̪ u ɾ i k,/b/t̪/ɾ/k,4,10,1.25
132,abiatuta,a b i a t̪ u t̪ a,/b/t̪/t̪/,4,10,1.6666666666666667
133,abiatutako,a b i a t̪ u t̪ a k o,/b/t̪/t̪/k/,5,12,1.5
134,abiatuz,a b i a t̪ u s̻,/b/t̪/s̻,3,9,1.6666666666666667
135,abiatzen,a b i a t̪ s̻ e n,/b/t̪s̻/n,3,10,2
136,abiatzerako,a b i a t̪ s̻ e ɾ a k o,/b/t̪s̻/ɾ/k/,5,13,1.75
137,abiazio,a b i a s̻ i o,/b/s̻/,3,8,1.5
138,abidoseko,a b i d̪ o s̺ e k o,/b/d̪/s̺/k/,5,11,1.5
139,abioiek,a b i o i e k,/b/k,2,7,1
140,abitua,a b i t̪ u a,/b/t̪/,3,7,1.5
141,abizen,a b i s̻ e n,/b/s̻/n,3,7,1.3333333333333333
142,abizena,a b i s̻ e n a,/b/s̻/n/,4,8,1.3333333333333333
143,abizenen,a b i s̻ e n e n,/b/s̻/n/n,4,9,1.25
144,abizenetik,a b i s̻ e n e t̪ i k,/b/s̻/n/t̪/k,5,12,1.4
145,abodi,a b o d̪ i,/b/d̪/,3,6,1.5
146,abokatu,a b o k a t̪ u,/b/k/t̪/,4,8,1.3333333333333333
147,abokatu-ekonomialaria,a b o k a t̪ u e k o n o m i a l a ɾ i a,/b/k/t̪/k/n/m/l/ɾ/,9,21,1.125
148,abokatu-elkarteek,a b o k a t̪ u e l k a r t̪ e e k,/b/k/t̪/lk/rt̪/k,6,18,1.6666666666666667
149,abokatu-lanetan,a b o k a t̪ u l a n e t̪ a n,/b/k/t̪/l/n/t̪/n,7,16,1.2857142857142858
150,abokatua,a b o k a t̪ u a,/b/k/t̪/,4,9,1.3333333333333333
151,abokatuek,a b o k a t̪ u e k,/b/k/t̪/k,4,10,1.25
152,abokatuekin,a b o k a t̪ u e k i n,/b/k/t̪/k/n,5,12,1.2
153,abokaturekin,a b o k a t̪ u ɾ e k i n,/b/k/t̪/ɾ/k/n,6,13,1.1666666666666667
154,abokatutza,a b o k a t̪ u t̪ s̻ a,/b/k/t̪/t̪s̻/,5,13,2
155,abokatuz,a b o k a t̪ u s̻,/b/k/t̪/s̻,4,10,1.5
156,abolizioaren,a b o l i s̻ i o a ɾ e n,/b/l/s̻/ɾ/n,5,13,1.2
157,abordatzea,a b o r d̪ a t̪ s̻ e a,/b/rd̪/t̪s̻/,4,13,2.6666666666666665
158,aborigenen,a b o ɾ i ɡ e n e n,/b/ɾ/ɡ/n/n,5,10,1
159,abortuaren,a b o r t̪ u a ɾ e n,/b/rt̪/ɾ/n,4,11,1.5
160,abrako,a b r a k o,/br/k/,3,6,1.5
161,abraren,a b r a ɾ e n,/br/ɾ/n,3,7,1.3333333333333333
162,abside,a b s̺ i d̪ e,/bs̺/d̪/,3,8,2.5
163,absidea,a b s̺ i d̪ e a,/bs̺/d̪/,3,9,2.5
164,absidearen,a b s̺ i d̪ e a ɾ e n,/bs̺/d̪/ɾ/n,4,12,1.75
165,absideetako,a b s̺ i d̪ e e t̪ a k o,/bs̺/d̪/t̪/k/,5,14,2
166,absideko,a b s̺ i d̪ e k o,/bs̺/d̪/k/,4,10,2
167,absolbitu,a b s̺ o l b i t̪ u,/bs̺/lb/t̪/,4,11,2.3333333333333335
168,absolutua,a b s̺ o l u t̪ u a,/bs̺/l/t̪/,4,11,2
169,absolutuak,a b s̺ o l u t̪ u a k,/bs̺/l/t̪/k,4,12,1.75
170,absolututik,a b s̺ o l u t̪ u t̪ i k,/bs̺/l/t̪/t̪/k,5,14,1.8
171,abstinentzia,a b s̺ t̪ i n e n t̪ s̻ i a,/bs̺t̪/n/nt̪s̻/,4,16,3.6666666666666665
172,abstraktu,a b s̺ t̪ r a k t̪ u,/bs̺t̪r/kt̪/,3,12,4.5
173,abstraktua,a b s̺ t̪ r a k t̪ u a,/bs̺t̪r/kt̪/,3,13,4.5
174,abstraktuak,a b s̺ t̪ r a k t̪ u a k,/bs̺t̪r/kt̪/k,3,14,3.3333333333333335
175,abstraktuaren,a b s̺ t̪ r a k t̪ u a ɾ e n,/bs̺t̪r/kt̪/ɾ/n,4,16,2.75
176,abstrakzio,a b s̺ t̪ r a k s̻ i o,/bs̺t̪r/ks̻/,3,13,4.5
177,abu-jamal,a b u x a m a l,/b/x/m/l,4,8,1
178,aburu,a b u ɾ u,/b/ɾ/,3,5,1
179,aburuz,a b u ɾ u s̻,/b/ɾ/s̻,3,7,1.3333333333333333
180,abuztu,a b u s̻ t̪ u,/b/s̻t̪/,3,8,2.5
181,abuztu-irailean,a b u s̻ t̪ u i ɾ a i l e a n,/b/s̻t̪/ɾ/l/n,5,16,1.6
182,abuztua,a b u s̻ t̪ u a,/b/s̻t̪/,3,9,2.5
183,abuztuan,a b u s̻ t̪ u a n,/b/s̻t̪/n,3,10,2
184,abuztuaren,a b u s̻ t̪ u a ɾ e n,/b/s̻t̪/ɾ/n,4,12,1.75
185,ada,a d̪ a,/d̪/,2,4,2
186,adabakiak,a d̪ a b a k i a k,/d̪/b/k/k,4,10,1.25
187,adabakien,a d̪ a b a k i e n,/d̪/b/k/n,4,10,1.25
188,adaburu,a d̪ a b u ɾ u,/d̪/b/ɾ/,4,8,1.3333333333333333
189,adamen,a d̪ a m e n,/d̪/m/n,3,7,1.3333333333333333
190,adaptazionismoaren,a d̪ a p t̪ a s̻ i o n i s̺ m o a ɾ e n,/d̪/pt̪/s̻/n/s̺m/ɾ/n,7,22,1.8571428571428572
191,adar,a d̪ a r,/d̪/r,2,5,1.5
192,adarkaduren,a d̪ a r k a d̪ u ɾ e n,/d̪/rk/d̪/ɾ/n,5,13,1.6
193,adarkatua,a d̪ a r k a t̪ u a,/d̪/rk/t̪/,4,11,2
194,adarkatuak,a d̪ a r k a t̪ u a k,/d̪/rk/t̪/k,4,12,1.75
195,adarra,a d̪ a r a,/d̪/r/,3,6,1.5
196,adarra-mandoegiko,a d̪ a r a m a n d̪ o e ɡ i k o,/d̪/r/m/nd̪/ɡ/k/,7,17,1.5
197,adarrak,a d̪ a r a k,/d̪/r/k,3,7,1.3333333333333333
198,adarraren,a d̪ a r a ɾ e n,/d̪/r/ɾ/n,4,9,1.25
199,adarrari,a d̪ a r a ɾ i,/d̪/r/ɾ/,4,8,1.3333333333333333
200,adarrean,a d̪ a r e a n,/d̪/r/n,3,8,1.3333333333333333
201,adarren,a d̪ a r e n,/d̪/r/n,3,7,1.3333333333333333
202,adarretako,a d̪ a r e t̪ a k o,/d̪/r/t̪/k/,5,11,1.5
203,adarretatik,a d̪ a r e t̪ a t̪ i k,/d̪/r/t̪/t̪/k,5,13,1.6
204,adartsua,a d̪ a r t̪ s̺ u a,/d̪/rt̪s̺/,3,11,3.5
205,adaxka,a d̪ a ʃ k a,/d̪/ʃk/,3,7,2
206,adelaida,a d̪ e l a i d̪ a,/d̪/l/d̪/,4,10,1.6666666666666667
207,adi,a d̪ i,/d̪/,2,4,2
208,adi-adi,a d̪ i a d̪ i,/d̪/d̪/,3,8,2
209,adibide,a d̪ i b i d̪ e,/d̪/b/d̪/,4,9,1.6666666666666667
210,adibidea,a d̪ i b i d̪ e a,/d̪/b/d̪/,4,10,1.6666666666666667
211,adibideak,a d̪ i b i d̪ e a k,/d̪/b/d̪/k,4,11,1.5
212,adibidean,a d̪ i b i d̪ e a n,/d̪/b/d̪/n,4,11,1.5
213,adibideratzen,a d̪ i b i d̪ e ɾ a t̪ s̻ e n,/d̪/b/d̪/ɾ/t̪s̻/n,6,17,1.8333333333333333
214,adibiderik,a d̪ i b i d̪ e ɾ i k,/d̪/b/d̪/ɾ/k,5,12,1.4
215,adibidetxo,a d̪ i b i d̪ e t̪ ʃ o,/d̪/b/d̪/t̪ʃ/,5,13,2
216,adibidetzat,a d̪ i b i d̪ e t̪ s̻ a t̪,/d̪/b/d̪/t̪s̻/t̪,5,16,2.2
217,adibidez,a d̪ i b i d̪ e s̻,/d̪/b/d̪/s̻,4,11,1.75
218,adidas,a d̪ i d̪ a s̺,/d̪/d̪/s̺,3,9,2
219,adiera,a d̪ i e ɾ a,/d̪/ɾ/,3,7,1.5
220,adierazgarri,a d̪ i e ɾ a s̻ ɡ a r i,/d̪/ɾ/s̻ɡ/r/,5,13,1.75
221,adierazgarriagoa,a d̪ i e ɾ a s̻ ɡ a r i a ɡ o a,/d̪/ɾ/s̻ɡ/r/ɡ/,6,17,1.6
222,adierazgarriena,a d̪ i e ɾ a s̻ ɡ a r i e n a,/d̪/ɾ/s̻ɡ/r/n/,6,16,1.6
223,adierazgarritasun,a d̪ i e ɾ a s̻ ɡ a r i t̪ a s̺ u n,/d̪/ɾ/s̻ɡ/r/t̪/s̺/n,7,20,1.7142857142857142
224,adierazgarritasunari,a d̪ i e ɾ a s̻ ɡ a r i t̪ a s̺ u n a ɾ i,/d̪/ɾ/s̻ɡ/r/t̪/s̺/n/ɾ/,9,23,1.625
225,adierazgarritzat,a d̪ i e ɾ a s̻ ɡ a r i t̪ s̻ a t̪,/d̪/ɾ/s̻ɡ/r/t̪s̻/t̪,6,20,2.1666666666666665
226,adierazi,a d̪ i e ɾ a s̻ i,/d̪/ɾ/s̻/,4,10,1.6666666666666667
227,adierazia,a d̪ i e ɾ a s̻ i a,/d̪/ɾ/s̻/,4,11,1.6666666666666667
228,adieraziko,a d̪ i e ɾ a s̻ i k o,/d̪/ɾ/s̻/k/,5,12,1.5
229,adierazita,a d̪ i e ɾ a s̻ i t̪ a,/d̪/ɾ/s̻/t̪/,5,13,1.75
230,adierazitako,a d̪ i e ɾ a s̻ i t̪ a k o,/d̪/ɾ/s̻/t̪/k/,6,15,1.6
231,adieraziz,a d̪ i e ɾ a s̻ i s̻,/d̪/ɾ/s̻/s̻,4,12,1.75
232,adierazkorrak,a d̪ i e ɾ a s̻ k o r a k,/d̪/ɾ/s̻k/r/k,5,14,1.6
233,adierazle,a d̪ i e ɾ a s̻ l e,/d̪/ɾ/s̻l/,4,11,2
234,adierazlea,a d̪ i e ɾ a s̻ l e a,/d̪/ɾ/s̻l/,4,12,2
235,adierazpen,a d̪ i e ɾ a s̻ p e n,/d̪/ɾ/s̻p/n,4,12,1.75
236,adierazpen-indarra,a d̪ i e ɾ a s̻ p e n i n d̪ a r a,/d̪/ɾ/s̻p/n/nd̪/r/,7,19,1.8333333333333333
237,adierazpena,a d̪ i e ɾ a s̻ p e n a,/d̪/ɾ/s̻p/n/,5,13,1.75
238,adierazpenak,a d̪ i e ɾ a s̻ p e n a k,/d̪/ɾ/s̻p/n/k,5,14,1.6
239,adierazpenekin,a d̪ i e ɾ a s̻ p e n e k i n,/d̪/ɾ/s̻p/n/k/n,6,16,1.5
240,adierazpideei,a d̪ i e ɾ a s̻ p i d̪ e e i,/d̪/ɾ/s̻p/d̪/,5,16,2
241,adierazteko,a d̪ i e ɾ a s̻ t̪ e k o,/d̪/ɾ/s̻t̪/k/,5,14,2
242,adierazten,a d̪ i e ɾ a s̻ t̪ e n,/d̪/ɾ/s̻t̪/n,4,13,2
243,adif,a d̪ i f,/d̪/f,2,5,1.5
244,adimen,a d̪ i m e n,/d̪/m/n,3,7,1.3333333333333333
245,adimena,a d̪ i m e n a,/d̪/m/n/,4,8,1.3333333333333333
246,adimenaren,a d̪ i m e n a ɾ e n,/d̪/m/n/ɾ/n,5,11,1.2
247,adimenik,a d̪ i m e n i k,/d̪/m/n/k,4,9,1.25
248,adimentsuak,a d̪ i m e n t̪ s̺ u a k,/d̪/m/nt̪s̺/k,4,14,2.25
249,adimentsuenetakoa,a d̪ i m e n t̪ s̺ u e n e t̪ a k o a,/d̪/m/nt̪s̺/n/t̪/k/,7,21,2
250,adin,a d̪ i n,/d̪/n,2,5,1.5
251,adina,a d̪ i n a,/d̪/n/,3,6,1.5
252,adinak,a d̪ i n a k,/d̪/n/k,3,7,1.3333333333333333
253,adinako,a d̪ i n a k o,/d̪/n/k/,4,8,1.3333333333333333
254,adinarekin,a d̪ i n a ɾ e k i n,/d̪/n/ɾ/k/n,5,11,1.2
255,adinean,a d̪ i n e a n,/d̪/n/n,3,8,1.3333333333333333
256,adineko,a d̪ i n e k o,/d̪/n/k/,4,8,1.3333333333333333
257,adiskide,a d̪ i s̺ k i d̪ e,/d̪/s̺k/d̪/,4,11,2.3333333333333335
258,adiskidea,a d̪ i s̺ k i d̪ e a,/d̪/s̺k/d̪/,4,12,2.3333333333333335
259,adiskideen,a d̪ i s̺ k i d̪ e e n,/d̪/s̺k/d̪/n,4,13,2
260,adiskidetasun,a d̪ i s̺ k i d̪ e t̪ a s̺ u n,/d̪/s̺k/d̪/t̪/s̺/n,6,18,2
261,adiskidetasuna,a d̪ i s̺ k i d̪ e t̪ a s̺ u n a,/d̪/s̺k/d̪/t̪/s̺/n/,7,19,2
262,aditu,a d̪ i t̪ u,/d̪/t̪/,3,7,2
263,aditua,a d̪ i t̪ u a,/d̪/t̪/,3,8,2
264,adituago,a d̪ i t̪ u a ɡ o,/d̪/t̪/ɡ/,4,10,1.6666666666666667
265,adituak,a d̪ i t̪ u a k,/d̪/t̪/k,3,9,1.6666666666666667
266,adituei,a d̪ i t̪ u e i,/d̪/t̪/,3,9,2
267,adituek,a d̪ i t̪ u e k,/d̪/t̪/k,3,9,1.6666666666666667
268,adituen,a d̪ i t̪ u e n,/d̪/t̪/n,3,9,1.6666666666666667
269,aditz-sintagma,a d̪ i t̪ s̻ s̺ i n t̪ a ɡ m a,/d̪/t̪s̻s̺/nt̪/ɡm/,5,18,3.25
270,aditza,a d̪ i t̪ s̻ a,/d̪/t̪s̻/,3,9,3
271,aditzak,a d̪ i t̪ s̻ a k,/d̪/t̪s̻/k,3,10,2.3333333333333335
272,aditzaren,a d̪ i t̪ s̻ a ɾ e n,/d̪/t̪s̻/ɾ/n,4,12,2
273,aditzen,a d̪ i t̪ s̻ e n,/d̪/t̪s̻/n,3,10,2.3333333333333335
274,aditzera,a d̪ i t̪ s̻ e ɾ a,/d̪/t̪s̻/ɾ/,4,11,2.3333333333333335
275,adizlagun,a d̪ i s̻ l a ɡ u n,/d̪/s̻l/ɡ/n,4,11,1.75
276,adjektiboa,a d̪ x e k t̪ i b o a,/d̪x/kt̪/b/,4,12,2.3333333333333335
