,Word,Transcription,Clusters,No. Syllables(Vowels),No.Phonemes,Mean cluster length
44,achaemenida-időszak,ɑ ts h ɑ ɛ m ɛ n i d ɑ i d øː s ɑ k,/tsh/m/n/d/d/ːs/k,7,19,1.4285714285714286
45,acél,ɑ ts eː l,/ts/ːl,2,6,2
46,acélgyár,ɑ ts eː l ɟ aː r,/ts/ːlɟ/ːr,3,10,2.3333333333333335
47,acélipari,ɑ ts eː l i p ɑ r i,/ts/ːl/p/r/,5,11,1.5
48,acélt,ɑ ts eː l t,/ts/ːlt,2,7,2.5
49,ad,ɑ d,/d,1,2,1
50,ad-daula,ɑ dː ɑ u l ɑ,/dː/l/,3,7,1.5
51,ad-daídzs,ɑ dː ɑ iː d ʒ,/dː/ːdʒ,2,8,2.5
52,ada,ɑ d ɑ,/d/,2,3,1
53,adag,ɑ d ɑ ɡ,/d/ɡ,2,4,1
54,adagolása,ɑ d ɑ ɡ o l aː ʃ ɑ,/d/ɡ/l/ːʃ/,5,10,1.25
55,adam,ɑ d ɑ m,/d/m,2,4,1
56,adat,ɑ d ɑ t,/d/t,2,4,1
57,adat-struktúrája,ɑ d ɑ tʃ t r u k t uː r aː j ɑ,/d/tʃtr/kt/ːr/ːj/,6,17,2.2
58,adatai,ɑ d ɑ t ɑ i,/d/t/,3,6,1
59,adataink,ɑ d ɑ t ɑ i n k,/d/t/nk,3,8,1.3333333333333333
60,adatbázis,ɑ d ɑ t b aː z i ʃ,/d/tb/ːz/ʃ,4,10,1.5
61,adatbázis-kiszolgálóként,ɑ d ɑ t b aː z i ʃ k i s o l ɡ aː l oː k eː n t,/d/tb/ːz/ʃk/s/lɡ/ːl/ːk/ːnt,9,26,1.8888888888888888
62,adatfeldolgozásért,ɑ d ɑ t f ɛ l d o l ɡ o z aː ʃ eː r t,/d/tf/ld/lɡ/z/ːʃ/ːrt,7,20,1.8571428571428572
63,adathalmazból,ɑ d ɑ t h ɑ l m ɑ z b oː l,/d/th/lm/zb/ːl,5,14,1.8
64,adathalmazokban,ɑ d ɑ t h ɑ l m ɑ z o k b ɑ n,/d/th/lm/z/kb/n,6,15,1.5
65,adatkészlet,ɑ d ɑ t k eː s l ɛ t,/d/tk/ːsl/t,4,11,1.75
66,adatkészletben,ɑ d ɑ t k eː s l ɛ t b ɛ n,/d/tk/ːsl/tb/n,5,14,1.8
67,adatkészletével,ɑ d ɑ t k eː s l ɛ t eː v ɛ l,/d/tk/ːsl/t/ːv/l,6,16,1.6666666666666667
68,adatok,ɑ d ɑ t o k,/d/t/k,3,6,1
69,adatokat,ɑ d ɑ t o k ɑ t,/d/t/k/t,4,8,1
70,adatszerkezetek,ɑ d ɑ ts ɛ r k ɛ z ɛ t ɛ k,/d/ts/rk/z/t/k,6,14,1.3333333333333333
71,adatunk,ɑ d ɑ t u n k,/d/t/nk,3,7,1.3333333333333333
72,adatvédelem,ɑ d ɑ t v eː d ɛ l ɛ m,/d/tv/ːd/l/m,5,12,1.4
73,add,ɑ dː,/dː,1,3,2
74,addig,ɑ dː i ɡ,/dː/ɡ,2,5,1.5
75,addigi,ɑ dː i ɡ i,/dː/ɡ/,3,6,1.5
76,addigra,ɑ dː i ɡ r ɑ,/dː/ɡr/,3,7,2
77,addisz-abebától,ɑ dː i s ɑ b ɛ b aː t oː l,/dː/s/b/b/ːt/ːl,6,15,1.5
78,adhatsz,ɑ d h ɑ ts,/dh/ts,2,6,2
79,adható,ɑ d h ɑ t oː,/dh/t/ː,3,7,1.3333333333333333
80,adige,ɑ d i ɡ ɛ,/d/ɡ/,3,5,1
81,adj,ɑ d j,/dj,1,3,2
82,adja,ɑ d j ɑ,/dj/,2,4,2
83,adjam,ɑ d j ɑ m,/dj/m,2,5,1.5
84,adjon,ɑ d j o n,/dj/n,2,5,1.5
85,adjunk,ɑ d j u n k,/dj/nk,2,6,2
86,adják,ɑ d j aː k,/dj/ːk,2,6,2
87,adminisztrációs,ɑ d m i n i s t r aː ts i oː ʃ,/dm/n/str/ːts/ːʃ,5,17,2.2
88,adminisztrátorként,ɑ d m i n i s t r aː t o r k eː n t,/dm/n/str/ːt/rk/ːnt,6,19,2.1666666666666665
89,adnak,ɑ d n ɑ k,/dn/k,2,5,1.5
90,adni,ɑ d n i,/dn/,2,4,2
91,adnunk,ɑ d n u n k,/dn/nk,2,6,2
92,adnék,ɑ d n eː k,/dn/ːk,2,6,2
93,adok,ɑ d o k,/d/k,2,4,1
94,adom,ɑ d o m,/d/m,2,4,1
95,adományként,ɑ d o m aː ɲ k eː n t,/d/m/ːɲk/ːnt,4,12,2
96,adományozott,ɑ d o m aː ɲ o z o tː,/d/m/ːɲ/z/tː,5,12,1.4
97,adományozta,ɑ d o m aː ɲ o z t ɑ,/d/m/ːɲ/zt/,5,11,1.5
98,adományoztak,ɑ d o m aː ɲ o z t ɑ k,/d/m/ːɲ/zt/k,5,12,1.4
99,adományozták,ɑ d o m aː ɲ o z t aː k,/d/m/ːɲ/zt/ːk,5,13,1.6
100,adományozó,ɑ d o m aː ɲ o z oː,/d/m/ːɲ/z/ː,5,11,1.2
101,adományt,ɑ d o m aː ɲ t,/d/m/ːɲt,3,8,1.6666666666666667
102,adományából,ɑ d o m aː ɲ aː b oː l,/d/m/ːɲ/ːb/ːl,5,13,1.6
103,adományát,ɑ d o m aː ɲ aː t,/d/m/ːɲ/ːt,4,10,1.5
104,adott,ɑ d o tː,/d/tː,2,5,1.5
105,adottsága,ɑ d o tː ʃ aː ɡ ɑ,/d/tːʃ/ːɡ/,4,10,2
106,adottságait,ɑ d o tː ʃ aː ɡ ɑ i t,/d/tːʃ/ːɡ/t,4,12,1.75
107,adottságú,ɑ d o tː ʃ aː ɡ uː,/d/tːʃ/ːɡ/ː,4,11,1.75
108,adriai-tenger,ɑ d r i ɑ i t ɛ n ɡ ɛ r,/dr/t/nɡ/r,4,12,1.5
109,adsz,ɑ d s,/ds,1,3,2
110,adta,ɑ d t ɑ,/dt/,2,4,2
111,adtak,ɑ d t ɑ k,/dt/k,2,5,1.5
112,adtuk,ɑ d t u k,/dt/k,2,5,1.5
113,adták,ɑ d t aː k,/dt/ːk,2,6,2
114,adtál,ɑ d t aː l,/dt/ːl,2,6,2
115,adunk,ɑ d u n k,/d/nk,2,5,1.5
116,ady,ɑ d i,/d/,2,3,1
117,adyról,ɑ d i r oː l,/d/r/ːl,3,7,1.3333333333333333
118,adán,ɑ d aː n,/d/ːn,2,5,1.5
119,adásakor,ɑ d aː ʃ ɑ k o r,/d/ːʃ/k/r,4,9,1.25
120,adó,ɑ d oː,/d/ː,2,4,1
121,adódtak,ɑ d oː d t ɑ k,/d/ːdt/k,3,8,1.6666666666666667
122,adódó,ɑ d oː d oː,/d/ːd/ː,3,7,1.3333333333333333
123,adófizetője,ɑ d oː f i z ɛ t øː j ɛ,/d/ːf/z/t/ːj/,6,13,1.4
124,adók,ɑ d oː k,/d/ːk,2,5,1.5
125,adókból,ɑ d oː k b oː l,/d/ːkb/ːl,3,9,2
126,adósság,ɑ d oː ʃː aː ɡ,/d/ːʃː/ːɡ,3,9,2
127,adóssága,ɑ d oː ʃː aː ɡ ɑ,/d/ːʃː/ːɡ/,4,10,2
128,adót,ɑ d oː t,/d/ːt,2,5,1.5
129,adózás,ɑ d oː z aː ʃ,/d/ːz/ːʃ,3,8,1.6666666666666667
130,adózási,ɑ d oː z aː ʃ i,/d/ːz/ːʃ/,4,9,1.6666666666666667
131,aerodinamikai,ɑ ɛ r o d i n ɑ m i k ɑ i,/r/d/n/m/k/,6,13,1
132,afféle,ɑ fː eː l ɛ,/fː/ːl/,3,7,2
133,afganisztáni,ɑ f ɡ ɑ n i s t aː n i,/fɡ/n/st/ːn/,5,12,1.75
134,afrika,ɑ f r i k ɑ,/fr/k/,3,6,1.5
135,afrikai,ɑ f r i k ɑ i,/fr/k/,3,7,1.5
136,afrikába,ɑ f r i k aː b ɑ,/fr/k/ːb/,4,9,1.6666666666666667
137,afrikában,ɑ f r i k aː b ɑ n,/fr/k/ːb/n,4,10,1.5
138,afrikán,ɑ f r i k aː n,/fr/k/ːn,3,8,1.6666666666666667
139,afáziában,ɑ f aː z i aː b ɑ n,/f/ːz/ːb/n,4,11,1.5
140,agara,ɑ ɡ ɑ r ɑ,/ɡ/r/,3,5,1
141,aggaszt,ɑ ɡː ɑ s t,/ɡː/st,2,6,2
142,aggasztotta,ɑ ɡː ɑ s t o tː ɑ,/ɡː/st/tː/,4,10,2
143,aggatták,ɑ ɡː ɑ tː aː k,/ɡː/tː/ːk,3,9,2
144,aggházy,ɑ ɡː h aː z i,/ɡːh/ːz/,3,8,2.5
145,agglomerációval,ɑ ɡː l o m ɛ r aː ts i oː v ɑ l,/ɡːl/m/r/ːts/ːv/l,6,18,1.8333333333333333
146,aggteleki,ɑ ɡː t ɛ l ɛ k i,/ɡːt/l/k/,4,9,1.6666666666666667
147,aggódik,ɑ ɡː oː d i k,/ɡː/ːd/k,3,8,1.6666666666666667
148,aggódnék,ɑ ɡː oː d n eː k,/ɡː/ːdn/ːk,3,10,2.3333333333333335
149,aggódom,ɑ ɡː oː d o m,/ɡː/ːd/m,3,8,1.6666666666666667
150,aggódva,ɑ ɡː oː d v ɑ,/ɡː/ːdv/,3,8,2.5
151,aglájának,ɑ ɡ l aː j aː n ɑ k,/ɡl/ːj/ːn/k,4,11,1.75
152,agora,ɑ ɡ o r ɑ,/ɡ/r/,3,5,1
153,agresszió,ɑ ɡ r ɛ sː i oː,/ɡr/sː/ː,3,9,1.6666666666666667
154,agresszívak,ɑ ɡ r ɛ sː iː v ɑ k,/ɡr/sː/ːv/k,4,11,1.75
155,agyagos,ɑ ɟ ɑ ɡ o ʃ,/ɟ/ɡ/ʃ,3,6,1
156,agyagozni,ɑ ɟ ɑ ɡ o z n i,/ɟ/ɡ/zn/,4,8,1.3333333333333333
157,agyamat,ɑ ɟ ɑ m ɑ t,/ɟ/m/t,3,6,1
158,agyban,ɑ ɟ b ɑ n,/ɟb/n,2,5,1.5
159,agyon,ɑ ɟ o n,/ɟ/n,2,4,1
160,agyoncsapkodjam,ɑ ɟ o n tʃ ɑ p k o d j ɑ m,/ɟ/ntʃ/pk/dj/m,5,14,1.8
161,agyonüss,ɑ ɟ o n y ʃː,/ɟ/n/ʃː,3,7,1.3333333333333333
162,agyonütik,ɑ ɟ o n y t i k,/ɟ/n/t/k,4,8,1
163,agyrázkódásom,ɑ ɟ r aː z k oː d aː ʃ o m,/ɟr/ːzk/ːd/ːʃ/m,5,15,2
164,agytudós,ɑ ɟ t u d oː ʃ,/ɟt/d/ːʃ,3,8,1.6666666666666667
165,agyvérzésben,ɑ ɟ v eː r z eː ʃ b ɛ n,/ɟv/ːrz/ːʃb/n,4,13,2.25
166,agyában,ɑ ɟ aː b ɑ n,/ɟ/ːb/n,3,7,1.3333333333333333
167,agyán,ɑ ɟ aː n,/ɟ/ːn,2,5,1.5
168,ahelyett,ɑ h ɛ j ɛ tː,/h/j/tː,3,7,1.3333333333333333
169,ahhoz,ɑ hː o z,/hː/z,2,5,1.5
170,ahmed,ɑ h m ɛ d,/hm/d,2,5,1.5
171,ahogy,ɑ h o ɟ,/h/ɟ,2,4,1
172,ahol,ɑ h o l,/h/l,2,4,1
173,ahonnan,ɑ h o nː ɑ n,/h/nː/n,3,7,1.3333333333333333
174,ahova,ɑ h o v ɑ,/h/v/,3,5,1
175,ahová,ɑ h o v aː,/h/v/ː,3,6,1
176,ahá,ɑ h aː,/h/ː,2,4,1
177,ajax-szal,ɑ j ɑ k s s ɑ l,/j/kss/l,3,8,1.6666666666666667
178,ajka,ɑ j k ɑ,/jk/,2,4,2
179,ajkak,ɑ j k ɑ k,/jk/k,2,5,1.5
180,ajkat,ɑ j k ɑ t,/jk/t,2,5,1.5
181,ajkának,ɑ j k aː n ɑ k,/jk/ːn/k,3,8,1.6666666666666667
182,ajkára,ɑ j k aː r ɑ,/jk/ːr/,3,7,2
183,ajtaja,ɑ j t ɑ j ɑ,/jt/j/,3,6,1.5
184,ajtaján,ɑ j t ɑ j aː n,/jt/j/ːn,3,8,1.6666666666666667
185,ajtaját,ɑ j t ɑ j aː t,/jt/j/ːt,3,8,1.6666666666666667
186,ajtó,ɑ j t oː,/jt/ː,2,5,1.5
187,ajtóban,ɑ j t oː b ɑ n,/jt/ːb/n,3,8,1.6666666666666667
188,ajtócsapás,ɑ j t oː tʃ ɑ p aː ʃ,/jt/ːtʃ/p/ːʃ,4,12,2
189,ajtócsukódás,ɑ j t oː tʃ u k oː d aː ʃ,/jt/ːtʃ/k/ːd/ːʃ,5,15,2
190,ajtóhoz,ɑ j t oː h o z,/jt/ːh/z,3,8,1.6666666666666667
191,ajtóig,ɑ j t oː i ɡ,/jt/ː/ɡ,3,7,1.3333333333333333
192,ajtón,ɑ j t oː n,/jt/ːn,2,6,2
193,ajtóra,ɑ j t oː r ɑ,/jt/ːr/,3,7,2
194,ajtót,ɑ j t oː t,/jt/ːt,2,6,2
195,ajándék,ɑ j aː n d eː k,/j/ːnd/ːk,3,9,2
196,ajándékcsomag,ɑ j aː n d eː k tʃ o m ɑ ɡ,/j/ːnd/ːktʃ/m/ɡ,5,15,2
197,ajándékok,ɑ j aː n d eː k o k,/j/ːnd/ːk/k,4,11,1.75
198,ajándékokat,ɑ j aː n d eː k o k ɑ t,/j/ːnd/ːk/k/t,5,13,1.6
199,ajándékokkal,ɑ j aː n d eː k o kː ɑ l,/j/ːnd/ːk/kː/l,5,14,1.8
200,ajándékozom,ɑ j aː n d eː k o z o m,/j/ːnd/ːk/z/m,5,13,1.6
201,ajándékul,ɑ j aː n d eː k u l,/j/ːnd/ːk/l,4,11,1.75
202,ajánl,ɑ j aː n l,/j/ːnl,2,6,2
203,ajánlani,ɑ j aː n l ɑ n i,/j/ːnl/n/,4,9,1.6666666666666667
204,ajánlatnak,ɑ j aː n l ɑ t n ɑ k,/j/ːnl/tn/k,4,11,1.75
205,ajánlatom,ɑ j aː n l ɑ t o m,/j/ːnl/t/m,4,10,1.5
206,ajánlatomat,ɑ j aː n l ɑ t o m ɑ t,/j/ːnl/t/m/t,5,12,1.4
207,ajánlatos,ɑ j aː n l ɑ t o ʃ,/j/ːnl/t/ʃ,4,10,1.5
208,ajánlatot,ɑ j aː n l ɑ t o t,/j/ːnl/t/t,4,10,1.5
209,ajánljuk,ɑ j aː n l j u k,/j/ːnlj/k,3,9,2
210,ajánlják,ɑ j aː n l j aː k,/j/ːnlj/ːk,3,10,2.3333333333333335
211,ajánlkozását,ɑ j aː n l k o z aː ʃ aː t,/j/ːnlk/z/ːʃ/ːt,5,15,2
212,ajánlok,ɑ j aː n l o k,/j/ːnl/k,3,8,1.6666666666666667
213,ajánlott,ɑ j aː n l o tː,/j/ːnl/tː,3,9,2
214,ajánlották,ɑ j aː n l o tː aː k,/j/ːnl/tː/ːk,4,12,2
215,ajánlás,ɑ j aː n l aː ʃ,/j/ːnl/ːʃ,3,9,2
216,akad,ɑ k ɑ d,/k/d,2,4,1
217,akadna,ɑ k ɑ d n ɑ,/k/dn/,3,6,1.5
218,akadt,ɑ k ɑ d t,/k/dt,2,5,1.5
219,akadtam,ɑ k ɑ d t ɑ m,/k/dt/m,3,7,1.3333333333333333
220,akadtál,ɑ k ɑ d t aː l,/k/dt/ːl,3,8,1.6666666666666667
221,akadályait,ɑ k ɑ d aː j ɑ i t,/k/d/ːj/t,4,10,1.25
222,akadálymentesség,ɑ k ɑ d aː j m ɛ n t ɛ ʃː eː ɡ,/k/d/ːjm/nt/ʃː/ːɡ,6,17,1.8333333333333333
223,akadályon,ɑ k ɑ d aː j o n,/k/d/ːj/n,4,9,1.25
224,akadályozta,ɑ k ɑ d aː j o z t ɑ,/k/d/ːj/zt/,5,11,1.5
225,akadályozza,ɑ k ɑ d aː j o zː ɑ,/k/d/ːj/zː/,5,11,1.5
226,akadályozzák,ɑ k ɑ d aː j o zː aː k,/k/d/ːj/zː/ːk,5,13,1.6
227,akadályt,ɑ k ɑ d aː j t,/k/d/ːjt,3,8,1.6666666666666667
228,akadémia,ɑ k ɑ d eː m i ɑ,/k/d/ːm/,4,9,1.3333333333333333
229,akadémiai,ɑ k ɑ d eː m i ɑ i,/k/d/ːm/,4,10,1.3333333333333333
230,akadémián,ɑ k ɑ d eː m i aː n,/k/d/ːm/ːn,4,11,1.5
231,akadémiának,ɑ k ɑ d eː m i aː n ɑ k,/k/d/ːm/ːn/k,5,13,1.4
232,akai,ɑ k ɑ i,/k/,2,4,1
233,akar,ɑ k ɑ r,/k/r,2,4,1
234,akaratlan,ɑ k ɑ r ɑ t l ɑ n,/k/r/tl/n,4,9,1.25
235,akaratnak,ɑ k ɑ r ɑ t n ɑ k,/k/r/tn/k,4,9,1.25
236,akaratoskodj,ɑ k ɑ r ɑ t o ʃ k o d j,/k/r/t/ʃk/dj,5,12,1.4
237,akard,ɑ k ɑ r d,/k/rd,2,5,1.5
238,akarja,ɑ k ɑ r j ɑ,/k/rj/,3,6,1.5
239,akarna,ɑ k ɑ r n ɑ,/k/rn/,3,6,1.5
240,akarnak,ɑ k ɑ r n ɑ k,/k/rn/k,3,7,1.3333333333333333
241,akarni,ɑ k ɑ r n i,/k/rn/,3,6,1.5
242,akarnék,ɑ k ɑ r n eː k,/k/rn/ːk,3,8,1.6666666666666667
243,akarod,ɑ k ɑ r o d,/k/r/d,3,6,1
244,akarok,ɑ k ɑ r o k,/k/r/k,3,6,1
245,akarom,ɑ k ɑ r o m,/k/r/m,3,6,1
246,akarsz,ɑ k ɑ r s,/k/rs,2,5,1.5
247,akart,ɑ k ɑ r t,/k/rt,2,5,1.5
248,akarta,ɑ k ɑ r t ɑ,/k/rt/,3,6,1.5
249,akartak,ɑ k ɑ r t ɑ k,/k/rt/k,3,7,1.3333333333333333
250,akartam,ɑ k ɑ r t ɑ m,/k/rt/m,3,7,1.3333333333333333
251,akarták,ɑ k ɑ r t aː k,/k/rt/ːk,3,8,1.6666666666666667
252,akarunk,ɑ k ɑ r u n k,/k/r/nk,3,7,1.3333333333333333
253,akasztotta,ɑ k ɑ s t o tː ɑ,/k/st/tː/,4,9,1.6666666666666667
254,akasztották,ɑ k ɑ s t o tː aː k,/k/st/tː/ːk,4,11,1.75
255,akcentust,ɑ k ts ɛ n t u ʃ t,/kts/nt/ʃt,3,10,2.3333333333333335
256,akció,ɑ k ts i oː,/kts/ː,2,7,2
257,akcióba,ɑ k ts i oː b ɑ,/kts/ːb/,3,9,2.5
258,akcióban,ɑ k ts i oː b ɑ n,/kts/ːb/n,3,10,2
259,akciójában,ɑ k ts i oː j aː b ɑ n,/kts/ːj/ːb/n,4,13,2
260,akciók,ɑ k ts i oː k,/kts/ːk,2,8,2.5
261,akciókat,ɑ k ts i oː k ɑ t,/kts/ːk/t,3,10,2
262,aki,ɑ k i,/k/,2,3,1
263,akiben,ɑ k i b ɛ n,/k/b/n,3,6,1
264,akihez,ɑ k i h ɛ z,/k/h/z,3,6,1
265,akik,ɑ k i k,/k/k,2,4,1
266,akiket,ɑ k i k ɛ t,/k/k/t,3,6,1
267,akikkel,ɑ k i kː ɛ l,/k/kː/l,3,7,1.3333333333333333
268,akiknek,ɑ k i k n ɛ k,/k/kn/k,3,7,1.3333333333333333
269,akinek,ɑ k i n ɛ k,/k/n/k,3,6,1
270,akinél,ɑ k i n eː l,/k/n/ːl,3,7,1.3333333333333333
271,akit,ɑ k i t,/k/t,2,4,1
272,akitől,ɑ k i t øː l,/k/t/ːl,3,7,1.3333333333333333
273,akivel,ɑ k i v ɛ l,/k/v/l,3,6,1
274,akkor,ɑ kː o r,/kː/r,2,5,1.5
275,akkora,ɑ kː o r ɑ,/kː/r/,3,6,1.5
276,akkori,ɑ kː o r i,/kː/r/,3,6,1.5
277,akkoriban,ɑ kː o r i b ɑ n,/kː/r/b/n,4,9,1.25
278,akkorát,ɑ kː o r aː t,/kː/r/ːt,3,8,1.6666666666666667
279,akna,ɑ k n ɑ,/kn/,2,4,2
280,akodon,ɑ k o d o n,/k/d/n,3,6,1
281,akrobatikus,ɑ k r o b ɑ t i k u ʃ,/kr/b/t/k/ʃ,5,11,1.2
282,aksid,ɑ k ʃ i d,/kʃ/d,2,5,1.5
283,aktivistáival,ɑ k t i v i ʃ t aː i v ɑ l,/kt/v/ʃt/ː/v/l,6,14,1.3333333333333333
284,aktivitása,ɑ k t i v i t aː ʃ ɑ,/kt/v/t/ːʃ/,5,11,1.5
285,aktivál,ɑ k t i v aː l,/kt/v/ːl,3,8,1.6666666666666667
286,aktiváló,ɑ k t i v aː l oː,/kt/v/ːl/ː,4,10,1.5
287,aktusait,ɑ k t u ʃ ɑ i t,/kt/ʃ/t,3,8,1.3333333333333333
288,aktámat,ɑ k t aː m ɑ t,/kt/ːm/t,3,8,1.6666666666666667
289,aktív,ɑ k t iː v,/kt/ːv,2,6,2
290,akusztikus,ɑ k u s t i k u ʃ,/k/st/k/ʃ,4,9,1.25
291,akváriumi,ɑ k v aː r i u m i,/kv/ːr/m/,4,10,1.6666666666666667
292,akváriumok,ɑ k v aː r i u m o k,/kv/ːr/m/k,4,11,1.5
293,akváriumokban,ɑ k v aː r i u m o k b ɑ n,/kv/ːr/m/kb/n,5,14,1.6
294,akváriumot,ɑ k v aː r i u m o t,/kv/ːr/m/t,4,11,1.5
295,akár,ɑ k aː r,/k/ːr,2,5,1.5
296,akárhogy,ɑ k aː r h o ɟ,/k/ːrh/ɟ,3,8,1.6666666666666667
297,akárhová,ɑ k aː r h o v aː,/k/ːrh/v/ː,4,10,1.5
298,akárki,ɑ k aː r k i,/k/ːrk/,3,7,2
299,akármeddig,ɑ k aː r m ɛ dː i ɡ,/k/ːrm/dː/ɡ,4,11,1.75
300,akármelyik,ɑ k aː r m ɛ j i k,/k/ːrm/j/k,4,10,1.5
301,akármelyiket,ɑ k aː r m ɛ j i k ɛ t,/k/ːrm/j/k/t,5,12,1.4
302,akármilyen,ɑ k aː r m i j ɛ n,/k/ːrm/j/n,4,10,1.5
303,akármit,ɑ k aː r m i t,/k/ːrm/t,3,8,1.6666666666666667
304,alacsony,ɑ l ɑ tʃ o ɲ,/l/tʃ/ɲ,3,7,1.3333333333333333
305,alacsonyabb,ɑ l ɑ tʃ o ɲ ɑ bː,/l/tʃ/ɲ/bː,4,10,1.5
306,alacsonyan,ɑ l ɑ tʃ o ɲ ɑ n,/l/tʃ/ɲ/n,4,9,1.25
307,aladdin,ɑ l ɑ dː i n,/l/dː/n,3,7,1.3333333333333333
308,alagsorba,ɑ l ɑ ɡ ʃ o r b ɑ,/l/ɡʃ/rb/,4,9,1.6666666666666667
309,alajos,ɑ l ɑ j o ʃ,/l/j/ʃ,3,6,1
310,alak,ɑ l ɑ k,/l/k,2,4,1
311,alakja,ɑ l ɑ k j ɑ,/l/kj/,3,6,1.5
312,alakjainak,ɑ l ɑ k j ɑ i n ɑ k,/l/kj/n/k,4,10,1.25
313,alakjuk,ɑ l ɑ k j u k,/l/kj/k,3,7,1.3333333333333333
314,alakjának,ɑ l ɑ k j aː n ɑ k,/l/kj/ːn/k,4,10,1.5
315,alakjáról,ɑ l ɑ k j aː r oː l,/l/kj/ːr/ːl,4,11,1.75
316,alakját,ɑ l ɑ k j aː t,/l/kj/ːt,3,8,1.6666666666666667
317,alakok,ɑ l ɑ k o k,/l/k/k,3,6,1
318,alakokat,ɑ l ɑ k o k ɑ t,/l/k/k/t,4,8,1
319,alakos,ɑ l ɑ k o ʃ,/l/k/ʃ,3,6,1
320,alakot,ɑ l ɑ k o t,/l/k/t,3,6,1
321,alakul,ɑ l ɑ k u l,/l/k/l,3,6,1
322,alakulatok,ɑ l ɑ k u l ɑ t o k,/l/k/l/t/k,5,10,1
